x,alpha1_ref,rho_ref,u_ref,p_ref
2.843749999999999889e-01,5.500000000000026396e-02,9.493146330180812811e+02,-1.000000000000000000e+02,9.999999999997708073e+04
2.856250000000000178e-01,5.500000000000031253e-02,9.493146330180812811e+02,-1.000000000000000000e+02,9.999999999997955456e+04
2.868749999999999911e-01,5.500000000000036110e-02,9.493146330180812811e+02,-1.000000000000000000e+02,9.999999999998258136e+04
2.881250000000000200e-01,5.500000000000040967e-02,9.493146330180812811e+02,-1.000000000000000000e+02,9.999999999998521525e+04
2.893749999999999933e-01,5.500000000000045824e-02,9.493146330180811674e+02,-1.000000000000000000e+02,9.999999999998517160e+04
2.906250000000000222e-01,5.500000000000050682e-02,9.493146330180811674e+02,-1.000000000000000000e+02,9.999999999998256681e+04
2.918749999999999956e-01,5.500000000000055539e-02,9.493146330180810537e+02,-1.000000000000000000e+02,9.999999999997990381e+04
2.931250000000000244e-01,5.500000000000060396e-02,9.493146330180810537e+02,-1.000000000000000000e+02,9.999999999998191197e+04
2.943749999999999978e-01,5.500000000000065253e-02,9.493146330180810537e+02,-1.000000000000000000e+02,9.999999999998418207e+04
2.956250000000000266e-01,5.500000000000070111e-02,9.493146330180809400e+02,-1.000000000000000000e+02,9.999999999998563726e+04
2.968750000000000000e-01,5.500000000000074968e-02,9.493146330180809400e+02,-1.000000000000000000e+02,9.999999999998763087e+04
2.981250000000000289e-01,5.500000000000079825e-02,9.493146330180808263e+02,-1.000000000000000000e+02,9.999999999998800922e+04
2.993750000000000022e-01,5.500000000000084682e-02,9.493146330180808263e+02,-1.000000000000000000e+02,9.999999999998825660e+04
3.006250000000000311e-01,5.500000000000089539e-02,9.493146330180807126e+02,-1.000000000000000000e+02,9.999999999998859130e+04
3.018750000000000044e-01,5.500000000000095784e-02,9.493146330180807126e+02,-1.000000000000000000e+02,9.999999999999089050e+04
3.031250000000000333e-01,5.500000000000107581e-02,9.493146330180805990e+02,-1.000000000000000000e+02,9.999999999998684507e+04
3.043750000000000067e-01,5.500000000000131173e-02,9.493146330180803716e+02,-1.000000000000000000e+02,9.999999999998067506e+04
3.056249999999999800e-01,5.500000000000173500e-02,9.493146330180799168e+02,-1.000000000000000000e+02,9.999999999997383566e+04
3.068750000000000089e-01,5.500000000000250522e-02,9.493146330180791210e+02,-1.000000000000000000e+02,9.999999999996197585e+04
3.081249999999999822e-01,5.500000000000379585e-02,9.493146330180777568e+02,-1.000000000000000000e+02,9.999999999994409154e+04
3.093750000000000111e-01,5.500000000000591915e-02,9.493146330180754831e+02,-1.000000000000000000e+02,9.999999999991540972e+04
3.106249999999999845e-01,5.500000000000933309e-02,9.493146330180718451e+02,-1.000000000000000000e+02,9.999999999986446346e+04
3.118750000000000133e-01,5.500000000001478706e-02,9.493146330180663881e+02,-1.000000000000000000e+02,9.999999999979282438e+04
3.131249999999999867e-01,5.500000000002341904e-02,9.493146330180577479e+02,-9.999999999999998579e+01,9.999999999968569318e+04
3.143750000000000155e-01,5.500000000003656131e-02,9.493146330180443329e+02,-9.999999999999992895e+01,9.999999999951716745e+04
3.156249999999999889e-01,5.500000000005564327e-02,9.493146330180250061e+02,-9.999999999999982947e+01,9.999999999927794852e+04
3.168750000000000178e-01,5.500000000008253842e-02,9.493146330179977213e+02,-9.999999999999965894e+01,9.999999999895146175e+04
3.181249999999999911e-01,5.500000000012081336e-02,9.493146330179587267e+02,-9.999999999999948841e+01,9.999999999848473817e+04
3.193750000000000200e-01,5.500000000017545021e-02,9.493146330179032475e+02,-9.999999999999924682e+01,9.999999999782902887e+04
3.206249999999999933e-01,5.500000000025245805e-02,9.493146330178250309e+02,-9.999999999999884892e+01,9.999999999690671393e+04
3.218750000000000222e-01,5.500000000036082970e-02,9.493146330177148684e+02,-9.999999999999837996e+01,9.999999999561099685e+04
3.231249999999999956e-01,5.500000000051238902e-02,9.493146330175611638e+02,-9.999999999999774047e+01,9.999999999382355600e+04
3.243750000000000244e-01,5.500000000072241546e-02,9.493146330173477736e+02,-9.999999999999687361e+01,9.999999999136647966e+04
3.256249999999999978e-01,5.500000000101128161e-02,9.493146330170549163e+02,-9.999999999999565148e+01,9.999999998799905006e+04
3.268750000000000266e-01,5.500000000140567447e-02,9.493146330166547386e+02,-9.999999999999403144e+01,9.999999998343805782e+04
3.281250000000000000e-01,5.500000000194063543e-02,9.493146330161122251e+02,-9.999999999999188560e+01,9.999999997730410541e+04
3.293750000000000289e-01,5.500000000266096201e-02,9.493146330153819008e+02,-9.999999999998904343e+01,9.999999996908473258e+04
3.306250000000000022e-01,5.500000000362421926e-02,9.493146330144047624e+02,-9.999999999998551914e+01,9.999999995819022297e+04
3.318750000000000311e-01,5.500000000490183616e-02,9.493146330131095283e+02,-9.999999999998084377e+01,9.999999994383336161e+04
3.331250000000000044e-01,5.500000000658217258e-02,9.493146330114057037e+02,-9.999999999997484679e+01,9.999999992507255229e+04
3.343750000000000333e-01,5.500000000877582756e-02,9.493146330091819891e+02,-9.999999999996722977e+01,9.999999990072748915e+04
3.356250000000000067e-01,5.500000001161757524e-02,9.493146330063009373e+02,-9.999999999995770850e+01,9.999999986940217786e+04
3.368749999999999800e-01,5.500000001526755833e-02,9.493146330026012265e+02,-9.999999999994568611e+01,9.999999982940321206e+04
3.381250000000000089e-01,5.500000001991754706e-02,9.493146329978877702e+02,-9.999999999993092104e+01,9.999999977873373427e+04
3.393749999999999822e-01,5.500000002579182035e-02,9.493146329919337632e+02,-9.999999999991268851e+01,9.999999971505122085e+04
3.406250000000000111e-01,5.500000003314967079e-02,9.493146329844762477e+02,-9.999999999989064747e+01,9.999999963564724021e+04
3.418749999999999845e-01,5.500000004228499523e-02,9.493146329752178190e+02,-9.999999999986368948e+01,9.999999953734611336e+04
3.431250000000000133e-01,5.500000005352448373e-02,9.493146329638269663e+02,-9.999999999983116084e+01,9.999999941643778584e+04
3.443749999999999867e-01,5.500000006722270685e-02,9.493146329499430749e+02,-9.999999999979127097e+01,9.999999926837388193e+04
3.456250000000000155e-01,5.500000008374596183e-02,9.493146329331937068e+02,-9.999999999974156140e+01,9.999999908714191406e+04
3.468749999999999889e-01,5.500000010343930601e-02,9.493146329132225674e+02,-9.999999999967653252e+01,9.999999886372777110e+04
3.481250000000000178e-01,5.500000012654382431e-02,9.493146328897732928e+02,-9.999999999958386354e+01,9.999999858240957838e+04
3.493749999999999911e-01,5.500000015301007017e-02,9.493146328628627089e+02,-9.999999999943553064e+01,9.999999821171631629e+04
3.506250000000000200e-01,5.500000018206097074e-02,9.493146328332015855e+02,-9.999999999916421700e+01,9.999999768306157785e+04
3.518749999999999933e-01,5.500000021109825721e-02,9.493146328032314614e+02,-9.999999999861277900e+01,9.999999683650850784e+04
3.531250000000000222e-01,5.500000023283409256e-02,9.493146327798891662e+02,-9.999999999738204792e+01,9.999999530381659861e+04
3.543749999999999956e-01,5.500000026501469796e-02,9.493146327444202370e+02,-9.999999999460935385e+01,9.999999212860355328e+04
3.556250000000000244e-01,5.500000039303067079e-02,9.493146326091168703e+02,-9.999999998876197083e+01,9.999998524882174388e+04
3.568749999999999978e-01,5.500000069523316992e-02,9.493146322915346218e+02,-9.999999997676435726e+01,9.999997081468306715e+04
3.581250000000000266e-01,5.500000135100110293e-02,9.493146316038237273e+02,-9.999999995207203085e+01,9.999994090557737218e+04
3.593750000000000000e-01,5.500000277881239574e-02,9.493146301097448259e+02,-9.999999990191228960e+01,9.999987905346663320e+04
3.606250000000000289e-01,5.500000548521581656e-02,9.493146272692883940e+02,-9.999999979704202246e+01,9.999975328393778182e+04
3.618750000000000022e-01,5.500001313050993657e-02,9.493146193362169925e+02,-9.999999959276226491e+01,9.999948896480970143e+04
3.631250000000000311e-01,5.500001999563330912e-02,9.493146119360818602e+02,-9.999999915264146466e+01,9.999897552537472802e+04
3.643750000000000044e-01,5.500005683961341901e-02,9.493145738707597729e+02,-9.999999825163114053e+01,9.999786267192299420e+04
3.656250000000000333e-01,5.500013959617505721e-02,9.493144885900085228e+02,-9.999999669108362355e+01,9.999558819212095113e+04
3.668750000000000067e-01,5.500015123063437678e-02,9.493144729229649101e+02,-9.999999287612742194e+01,9.999160234531720926e+04
3.681249999999999800e-01,5.500066607344423347e-02,9.493139467281993120e+02,-9.999998613592981656e+01,9.998172526684477634e+04
3.693750000000000089e-01,5.500101055806528444e-02,9.493135844236254570e+02,-9.999997392530869433e+01,9.996504540846915916e+04
3.706249999999999822e-01,5.500102277745876067e-02,9.493135401520748928e+02,-9.999994110619681464e+01,9.993291713187223650e+04
3.718750000000000111e-01,5.500738485112902088e-02,9.493070762700549494e+02,-9.999989279552322330e+01,9.984931982347069425e+04
3.731249999999999845e-01,5.500967891206239024e-02,9.493046515859373358e+02,-9.999981302287250173e+01,9.972597119281810592e+04
3.743750000000000133e-01,5.500976464853916947e-02,9.493043437124616730e+02,-9.999956292029163762e+01,9.950289856362278806e+04
3.756249999999999867e-01,5.507546395358540320e-02,9.492378078837381281e+02,-9.999927381634066137e+01,9.884425692390538461e+04
3.768750000000000155e-01,5.514349613787482285e-02,9.491688438996527566e+02,-9.999903383961600412e+01,9.811529106964045786e+04
3.781249999999999889e-01,5.514411475162910720e-02,9.491672290823350977e+02,-9.999840523084570520e+01,9.712369608897481521e+04
3.793750000000000178e-01,5.515051315648038244e-02,9.491590103219095909e+02,-9.999632346772581570e+01,9.530697220582382579e+04
3.806249999999999911e-01,5.580151138673813960e-02,9.485006913910268622e+02,-9.999445597741521397e+01,8.987369051816531282e+04
3.818750000000000200e-01,5.596894349350793607e-02,9.483277533404720998e+02,-9.999253029628677325e+01,8.494197310258088692e+04
3.831249999999999933e-01,5.597019953507709200e-02,9.483187343860073497e+02,-9.998319282951621290e+01,7.709615740216078120e+04
3.843750000000000222e-01,5.987850540260798715e-02,9.443720954499290201e+02,-9.997871459112722903e+01,5.180238896465923608e+04
3.856249999999999956e-01,6.013767357253452239e-02,9.440981776447663378e+02,-9.997717095172025381e+01,3.860204361579704710e+04
3.868750000000000244e-01,6.013967861765288914e-02,9.440720544705902739e+02,-9.996453003427576789e+01,1.539474089871889737e+04
3.881249999999999978e-01,6.516844410156535927e-02,9.390091332105688480e+02,-9.995746355178427223e+01,1.000000000000000000e+00
3.893750000000000266e-01,8.551333359165913528e-02,9.185857278447908811e+02,-9.995137573065942149e+01,1.000000000000000000e+00
3.906250000000000000e-01,8.568360401894214995e-02,9.184149694377529158e+02,-9.994122872100356858e+01,1.000000000000000000e+00
3.918750000000000289e-01,8.565162682295741903e-02,9.184149694377529158e+02,-9.993640845307950826e+01,1.000000000000000000e+00
3.931250000000000022e-01,1.108200504796074126e-01,8.931251246821832410e+02,-9.994662119810004697e+01,1.000000000000000000e+00
3.943750000000000311e-01,1.606742110834269988e-01,8.430728172427863001e+02,-9.995818821506193785e+01,1.000000000000000000e+00
3.956250000000000044e-01,1.608188688536094646e-01,8.429259828974779793e+02,-9.995727539729521993e+01,1.000000000000000000e+00
3.968750000000000333e-01,1.606601409471359598e-01,8.429225043307321812e+02,-9.996613513587885791e+01,1.000000000000000000e+00
3.981250000000000067e-01,1.935641625906971419e-01,8.098638457019513908e+02,-1.000133740523745587e+02,1.000000000000000000e+00
3.993750000000000355e-01,3.744564896254368724e-01,6.282481706501902181e+02,-1.000786611647781115e+02,1.000000000000000000e+00
4.006250000000000089e-01,3.765482236245919490e-01,6.261508302035930456e+02,-1.001260909972154565e+02,1.000000000000000000e+00
4.018749999999999822e-01,3.765197536175502457e-01,6.261508302035930456e+02,-1.001728823817266516e+02,1.000000000000000000e+00
4.031250000000000111e-01,4.063158440248144654e-01,5.961419980353963410e+02,-1.002599707554315813e+02,1.000000000000000000e+00
4.043749999999999845e-01,6.467226789141748977e-01,3.547979001331478912e+02,-1.003784030556227549e+02,1.000000000000000000e+00
4.056250000000000133e-01,6.508664525291258940e-01,3.506380172163616180e+02,-1.004891296261503442e+02,1.000000000000000000e+00
4.068749999999999867e-01,6.505376082117433345e-01,3.506902096484495814e+02,-1.005991240966228020e+02,1.000000000000000000e+00
4.081250000000000155e-01,6.501189512617335797e-01,3.506902096484495814e+02,-1.007674638593304337e+02,1.000000000000000000e+00
4.093749999999999889e-01,8.096759510855253694e-01,1.907814070031156177e+02,-1.010217360275294567e+02,1.000000000000000000e+00
4.106250000000000178e-01,9.212646043063975609e-01,7.893074766530207853e+01,-1.012509510264359136e+02,1.000000000000000000e+00
4.118749999999999911e-01,9.213466866332586935e-01,7.885789023426708866e+01,-1.013365340857136090e+02,1.000000000000000000e+00
4.131250000000000200e-01,9.213518386802606042e-01,7.885678595927826962e+01,-1.013298383069250264e+02,1.000000000000000000e+00
4.143749999999999933e-01,9.213793459961777677e-01,7.883116756628029975e+01,-1.013119833595602870e+02,1.000000000000000000e+00
4.156250000000000222e-01,9.214253809680819085e-01,7.878195288728620937e+01,-1.013040638068356429e+02,1.000000000000000000e+00
4.168749999999999956e-01,9.254947815070119210e-01,7.469746189294595240e+01,-1.013203302635031946e+02,1.000000000000000000e+00
4.181250000000000244e-01,9.590437376703379035e-01,4.107216668962468020e+01,-1.013502412933567030e+02,1.000000000000000000e+00
4.193749999999999978e-01,9.596542870280638793e-01,4.046565224595283183e+01,-1.013594576492397437e+02,1.000000000000000000e+00
4.206250000000000266e-01,9.596561589449466023e-01,4.046565224595282473e+01,-1.013343366847178260e+02,1.000000000000000000e+00
4.218750000000000000e-01,9.596596235645056261e-01,4.046422328287161463e+01,-1.012869651716975028e+02,1.000000000000000000e+00
4.231250000000000289e-01,9.596741701418138870e-01,4.044883104986405442e+01,-1.012288171640849725e+02,1.000000000000000000e+00
4.243750000000000022e-01,9.597111669491722452e-01,4.041323108973490719e+01,-1.011633923269225477e+02,1.000000000000000000e+00
4.256250000000000311e-01,9.597777539697340821e-01,4.035054434890594877e+01,-1.010915799956373462e+02,1.000000000000000000e+00
4.268750000000000044e-01,9.598960569066081749e-01,4.023850225782796031e+01,-1.010187032025070550e+02,1.000000000000000000e+00
4.281250000000000333e-01,9.600632805237114820e-01,4.007399486363338070e+01,-1.009613133536566636e+02,1.000000000000000000e+00
4.293750000000000067e-01,9.785376774266666411e-01,2.154086059552478361e+01,-1.009250667836992079e+02,1.000000000000000000e+00
4.306250000000000355e-01,9.820821527311993648e-01,1.798481664086887477e+01,-1.008677528135516184e+02,1.000000000000000000e+00
4.318750000000000089e-01,9.820838312333328712e-01,1.798481664086887122e+01,-1.007488103245280371e+02,1.000000000000000000e+00
4.331249999999999822e-01,9.820855757047284307e-01,1.798451811427514713e+01,-1.005843419081472092e+02,1.000000000000000000e+00
4.343750000000000111e-01,9.820971587601590169e-01,1.797615003853203319e+01,-1.003977515661413520e+02,1.000000000000000000e+00
4.356249999999999845e-01,9.821290848344073066e-01,1.794694646218502498e+01,-1.001898812891319608e+02,1.000000000000000000e+00
4.368750000000000133e-01,9.821935364515232969e-01,1.788313557957880917e+01,-9.995708900020163412e+01,1.000000000000000000e+00
4.381249999999999867e-01,9.823121512705306202e-01,1.776517110846903336e+01,-9.969649279209245663e+01,1.000000000000000000e+00
4.393750000000000155e-01,9.825118093739444447e-01,1.756604292595372740e+01,-9.940673117983094187e+01,1.000000000000000000e+00
4.406249999999999889e-01,9.828158335045309446e-01,1.726294130619251632e+01,-9.909002957927630462e+01,1.000000000000000000e+00
4.418750000000000178e-01,9.832776554441415851e-01,1.680128881321647327e+01,-9.875647372719235761e+01,1.000000000000000000e+00
4.431249999999999911e-01,9.878716460605296845e-01,1.218739099409785354e+01,-9.840886815751936467e+01,1.000000000000000000e+00
4.443750000000000200e-01,9.904506618091135639e-01,9.596742704591806117e+00,-9.801891663669564991e+01,1.000000000000000000e+00
4.456249999999999933e-01,9.904529617274124842e-01,9.594807847493212805e+00,-9.755908452042805834e+01,1.000000000000000000e+00
4.468750000000000222e-01,9.904542604722417209e-01,9.594132012091559858e+00,-9.703596922383403012e+01,1.000000000000000000e+00
4.481249999999999956e-01,9.904651416738323721e-01,9.583685524935495081e+00,-9.646115377240236910e+01,1.000000000000000000e+00
4.493750000000000244e-01,9.904939193831083788e-01,9.555358337344747710e+00,-9.583515717759678409e+01,1.000000000000000000e+00
4.506249999999999978e-01,9.909703076610678618e-01,9.077217288131281592e+00,-9.515524093542090611e+01,1.000000000000000000e+00
4.518750000000000266e-01,9.913046101858360437e-01,8.741801416777562395e+00,-9.441413505223533775e+01,1.000000000000000000e+00
4.531250000000000000e-01,9.913052867421611181e-01,8.741688706257152219e+00,-9.360496675219052065e+01,1.000000000000000000e+00
4.543750000000000289e-01,9.913084248593593273e-01,8.739092060269355144e+00,-9.272719244213578804e+01,1.000000000000000000e+00
4.556250000000000022e-01,9.913256648628163692e-01,8.722257802043637653e+00,-9.178579605740875991e+01,1.000000000000000000e+00
4.568750000000000311e-01,9.924249988871070016e-01,7.617587874418221716e+00,-9.078165598223625921e+01,1.000000000000000000e+00
4.581250000000000044e-01,9.935670274193284524e-01,6.469729230811283927e+00,-8.970010135004642393e+01,1.000000000000000000e+00
4.593750000000000333e-01,9.935683565517295923e-01,6.468695944756590599e+00,-8.852598587093309845e+01,1.000000000000000000e+00
4.606250000000000067e-01,9.935702736265307200e-01,6.466945459257406270e+00,-8.725956208736036501e+01,1.000000000000000000e+00
4.618750000000000355e-01,9.935852891511061102e-01,6.451865831999763934e+00,-8.590369967960759823e+01,1.000000000000000000e+00
4.631250000000000089e-01,9.936269228123204567e-01,6.410026213450647603e+00,-8.445656240412010618e+01,1.000000000000000000e+00
4.643749999999999822e-01,9.937059766035630792e-01,6.330539442565996211e+00,-8.291604321786061860e+01,1.000000000000000000e+00
4.656250000000000111e-01,9.938406757755238186e-01,6.195066234100125691e+00,-8.128122283387565972e+01,1.000000000000000000e+00
4.668749999999999845e-01,9.940274344529373973e-01,6.007253085274767201e+00,-7.955313446781472919e+01,1.000000000000000000e+00
4.681250000000000133e-01,9.950431752269265351e-01,4.985876253270665970e+00,-7.773022870760050296e+01,1.000000000000000000e+00
4.693749999999999867e-01,9.951067763018857093e-01,4.921945233993188396e+00,-7.580319471268563802e+01,1.000000000000000000e+00
4.706250000000000155e-01,9.951071777979029198e-01,4.921540735757893970e+00,-7.376475198513386999e+01,1.000000000000000000e+00
4.718749999999999889e-01,9.951141164425876262e-01,4.914552236362433213e+00,-7.161734512922855345e+01,1.000000000000000000e+00
4.731250000000000178e-01,9.951369941146548381e-01,4.891585972092219237e+00,-6.936469152720140130e+01,1.000000000000000000e+00
4.743749999999999911e-01,9.951816534418838067e-01,4.846719350232375767e+00,-6.700748430420446766e+01,1.000000000000000000e+00
4.756250000000000200e-01,9.952487460613657078e-01,4.779287163859281762e+00,-6.454598201630223286e+01,1.000000000000000000e+00
4.768749999999999933e-01,9.953339832592800196e-01,4.693573995972792012e+00,-6.198116116046408308e+01,1.000000000000000000e+00
4.781250000000000222e-01,9.954437172351821017e-01,4.583288373908157354e+00,-5.931563854556385706e+01,1.000000000000000000e+00
4.793749999999999956e-01,9.955932411768770862e-01,4.432985697795334801e+00,-5.655193769126321968e+01,1.000000000000000000e+00
4.806250000000000244e-01,9.960023599611547152e-01,4.021608635913068497e+00,-5.368963571684696490e+01,1.000000000000000000e+00
4.818749999999999978e-01,9.960034232057840553e-01,4.020550005072784927e+00,-5.072881664696137705e+01,1.000000000000000000e+00
4.831250000000000266e-01,9.960045595133084628e-01,4.019480718158189525e+00,-4.767356968308988030e+01,1.000000000000000000e+00
4.843750000000000000e-01,9.960153407978746820e-01,4.008693554304197271e+00,-4.452919522622316606e+01,1.000000000000000000e+00
4.856250000000000289e-01,9.960351506776630170e-01,3.988924150105184641e+00,-4.130054821582491087e+01,1.000000000000000000e+00
4.868750000000000022e-01,9.960811931829749444e-01,3.942802135581374490e+00,-3.799271587889171542e+01,1.000000000000000000e+00
4.881250000000000311e-01,9.961275832247219464e-01,3.896176271235380462e+00,-3.461110539753856585e+01,1.000000000000000000e+00
4.893750000000000044e-01,9.962338513048516475e-01,3.789292337368156627e+00,-3.116121274085127268e+01,1.000000000000000000e+00
4.906250000000000333e-01,9.962755909001763666e-01,3.747456765426614655e+00,-2.764847314273372447e+01,1.000000000000000000e+00
4.918750000000000067e-01,9.962757257854013559e-01,3.747445137556548289e+00,-2.407896791401292802e+01,1.000000000000000000e+00
4.931250000000000355e-01,9.962799875521202164e-01,3.743065174479872859e+00,-2.045980999481115958e+01,1.000000000000000000e+00
4.943750000000000089e-01,9.962921363237799977e-01,3.730622541975027406e+00,-1.679843576957628315e+01,1.000000000000000000e+00
4.956250000000000377e-01,9.963183268506798917e-01,3.703992746494105592e+00,-1.310220660863636510e+01,1.000000000000000000e+00
4.968750000000000111e-01,9.963431345614981449e-01,3.678758299758953410e+00,-9.378543397739477427e+00,1.000000000000000000e+00
4.981249999999999845e-01,9.963431752640123928e-01,3.678407980047968096e+00,-5.635081138386635935e+00,1.000000000000000000e+00
4.993750000000000133e-01,9.963441140595645784e-01,3.677430610183632265e+00,-1.879690043744444594e+00,1.000000000000000000e+00
5.006249999999999867e-01,9.963441140595159506e-01,3.677430610242331088e+00,1.879676461296473589e+00,1.000000000000000000e+00
5.018749999999999600e-01,9.963431753870426455e-01,3.678407855549257199e+00,5.635067517846069407e+00,1.000000000000000000e+00
5.031250000000000444e-01,9.963431346848384829e-01,3.678758171969833235e+00,9.378529709794992897e+00,1.000000000000000000e+00
5.043750000000000178e-01,9.963183245168267810e-01,3.703995089985745448e+00,1.310219283907862220e+01,1.000000000000000000e+00
5.056249999999999911e-01,9.962921371598481013e-01,3.730621697267209491e+00,1.679842192282545454e+01,1.000000000000000000e+00
5.068749999999999645e-01,9.962799891838765021e-01,3.743063529832971081e+00,2.045979609431210733e+01,1.000000000000000000e+00
5.081250000000000488e-01,9.962757287119106131e-01,3.747442189469161189e+00,2.407895400073481795e+01,1.000000000000000000e+00
5.093750000000000222e-01,9.962755938269842737e-01,3.747453818372591172e+00,2.764845927904189438e+01,1.000000000000000000e+00
5.106249999999999956e-01,9.962338353358294318e-01,3.789308396725949102e+00,3.116119901364383793e+01,1.000000000000000000e+00
5.118749999999999689e-01,9.961275880221247547e-01,3.896171440515957762e+00,3.461109193264987027e+01,1.000000000000000000e+00
5.131250000000000533e-01,9.960811986718987043e-01,3.942796611478677882e+00,3.799270295735785652e+01,1.000000000000000000e+00
5.143750000000000266e-01,9.960351551071675580e-01,3.988919691594971617e+00,4.130053650276012434e+01,1.000000000000000000e+00
5.156250000000000000e-01,9.960153487423857310e-01,4.008685559828014000e+00,4.452918558744217137e+01,1.000000000000000000e+00
5.168749999999999734e-01,9.960045673415447443e-01,4.019472841032224686e+00,4.767356180119713116e+01,1.000000000000000000e+00
5.181250000000000577e-01,9.960034384606668567e-01,4.020534658671400585e+00,5.072880745076951570e+01,1.000000000000000000e+00
5.193750000000000311e-01,9.960023646307263334e-01,4.021603947247383459e+00,5.368962248375960655e+01,1.000000000000000000e+00
5.206250000000000044e-01,9.955934228795212393e-01,4.432802948460992987e+00,5.655192398657246144e+01,1.000000000000000000e+00
5.218749999999999778e-01,9.954433921264747021e-01,4.583615319794789755e+00,5.931563029922041608e+01,1.000000000000000000e+00
5.231250000000000622e-01,9.953340905858332199e-01,4.693466067477861436e+00,6.198115790499535649e+01,1.000000000000000000e+00
5.243750000000000355e-01,9.952487442855284527e-01,4.779288952539388902e+00,6.454597957129927011e+01,1.000000000000000000e+00
5.256250000000000089e-01,9.951816664621739861e-01,4.846706257502118476e+00,6.700748109960754562e+01,1.000000000000000000e+00
5.268749999999999822e-01,9.951369952785942274e-01,4.891584796386699630e+00,6.936468804787901377e+01,1.000000000000000000e+00
5.281249999999999556e-01,9.951141250704077512e-01,4.914543562725944170e+00,7.161734182772380564e+01,1.000000000000000000e+00
5.293750000000000400e-01,9.951071846791903486e-01,4.921533824161692827e+00,7.376474891689817071e+01,1.000000000000000000e+00
5.306250000000000133e-01,9.951067831904982786e-01,4.921938282691474598e+00,7.580319154060528319e+01,1.000000000000000000e+00
5.318749999999999867e-01,9.950431632953961048e-01,4.985888240948245453e+00,7.773022508546910103e+01,1.000000000000000000e+00
5.331249999999999600e-01,9.940273779220900607e-01,6.007309938884730194e+00,7.955313041385269912e+01,1.000000000000000000e+00
5.343750000000000444e-01,9.938407184351023549e-01,6.195023349032689808e+00,8.128121831675939291e+01,1.000000000000000000e+00
5.356250000000000178e-01,9.937059547727049580e-01,6.330561398811273222e+00,8.291603821916649508e+01,1.000000000000000000e+00
5.368749999999999911e-01,9.936269309942860062e-01,6.410017992331962233e+00,8.445655721862273424e+01,1.000000000000000000e+00
5.381249999999999645e-01,9.935852974046599506e-01,6.451857511153739289e+00,8.590369433358810625e+01,1.000000000000000000e+00
5.393750000000000488e-01,9.935702894403803942e-01,6.466929590352137325e+00,8.725955590554846708e+01,1.000000000000000000e+00
5.406250000000000222e-01,9.935683736420882761e-01,6.468678775649947532e+00,8.852597796500606364e+01,1.000000000000000000e+00
5.418749999999999956e-01,9.935670423678566454e-01,6.469714208344448103e+00,8.970009241626354424e+01,1.000000000000000000e+00
5.431249999999999689e-01,9.924245584807188658e-01,7.618030643430711457e+00,9.078164895512558985e+01,1.000000000000000000e+00
5.443750000000000533e-01,9.913258368062158876e-01,8.722084982107830342e+00,9.178579301912188271e+01,1.000000000000000000e+00
5.456250000000000266e-01,9.913086327336622094e-01,8.738883118451346022e+00,9.272719220798624917e+01,1.000000000000000000e+00
5.468750000000000000e-01,9.913055013486954392e-01,8.741473028750423424e+00,9.360496680906538813e+01,1.000000000000000000e+00
5.481249999999999734e-01,9.913048227617413666e-01,8.741587786486583411e+00,9.441413523841418964e+01,1.000000000000000000e+00
5.493750000000000577e-01,9.909696332758701764e-01,9.077895034555066189e+00,9.515524412246732311e+01,1.000000000000000000e+00
5.506250000000000311e-01,9.904944115820024653e-01,9.554863793383486126e+00,9.583516542451526732e+01,1.000000000000000000e+00
5.518750000000000044e-01,9.904656400899725099e-01,9.583184585776756137e+00,9.646116554123865683e+01,1.000000000000000000e+00
5.531249999999999778e-01,9.904547636478888695e-01,9.593627116974726476e+00,9.703598073132920376e+01,1.000000000000000000e+00
5.543750000000000622e-01,9.904534661240291804e-01,9.594301369614717245e+00,9.755909208772958152e+01,1.000000000000000000e+00
5.556250000000000355e-01,9.904511610097410657e-01,9.596241172137121467e+00,9.801891805775208866e+01,1.000000000000000000e+00
5.568750000000000089e-01,9.878694298475431124e-01,1.218961742181880936e+01,9.840886434427110885e+01,1.000000000000000000e+00
5.581249999999999822e-01,9.832776680526811308e-01,1.680127617064815482e+01,9.875646903824281253e+01,1.000000000000000000e+00
5.593750000000000666e-01,9.828158365319472622e-01,1.726293822638890418e+01,9.909002774910079836e+01,1.000000000000000000e+00
5.606250000000000400e-01,9.825118150205497392e-01,1.756603718671805936e+01,9.940673243583903229e+01,1.000000000000000000e+00
5.618750000000000133e-01,9.823121568664758829e-01,1.776516541459508858e+01,9.969649567177198435e+01,1.000000000000000000e+00
5.631249999999999867e-01,9.821935423994572201e-01,1.788312953306894570e+01,9.995709240665340189e+01,1.000000000000000000e+00
5.643749999999999600e-01,9.821290907159699879e-01,1.794694003067455412e+01,1.001898848018317949e+02,1.000000000000000000e+00
5.656250000000000444e-01,9.820971644819309621e-01,1.797614374884903299e+01,1.003977550422677893e+02,1.000000000000000000e+00
5.668750000000000178e-01,9.820855813315183536e-01,1.798451206294260984e+01,1.005843451881079886e+02,1.000000000000000000e+00
5.681249999999999911e-01,9.820838368383404404e-01,1.798481063484986819e+01,1.007488131534036313e+02,1.000000000000000000e+00
5.693749999999999645e-01,9.820821583307530744e-01,1.798481063484986464e+01,1.008677548583558519e+02,1.000000000000000000e+00
5.706250000000000488e-01,9.785376729513526328e-01,2.154086461619219861e+01,1.009250676418779307e+02,1.000000000000000000e+00
