x,alpha1_ref,rho_ref,u_ref,p_ref
2.618750000000000244e-01,5.500000000000000028e-02,9.493146330180815085e+02,-1.000000000000000000e+02,9.999999999998258136e+04
2.631249999999999978e-01,5.500000000000000028e-02,9.493146330180815085e+02,-1.000000000000000000e+02,9.999999999998258136e+04
2.643750000000000266e-01,5.500000000000000028e-02,9.493146330180815085e+02,-1.000000000000000000e+02,9.999999999998258136e+04
2.656250000000000000e-01,5.500000000000000028e-02,9.493146330180815085e+02,-1.000000000000000000e+02,9.999999999998258136e+04
2.668750000000000289e-01,5.500000000000000028e-02,9.493146330180815085e+02,-1.000000000000000000e+02,9.999999999998258136e+04
2.681250000000000022e-01,5.500000000000000028e-02,9.493146330180815085e+02,-1.000000000000000000e+02,9.999999999998258136e+04
2.693750000000000311e-01,5.500000000000000028e-02,9.493146330180815085e+02,-1.000000000000000000e+02,9.999999999998258136e+04
2.706250000000000044e-01,5.500000000000000028e-02,9.493146330180815085e+02,-1.000000000000000000e+02,9.999999999998258136e+04
2.718750000000000333e-01,5.500000000000000028e-02,9.493146330180815085e+02,-1.000000000000000000e+02,9.999999999998258136e+04
2.731250000000000067e-01,5.500000000000000028e-02,9.493146330180815085e+02,-1.000000000000000000e+02,9.999999999998258136e+04
2.743749999999999800e-01,5.500000000000000028e-02,9.493146330180815085e+02,-1.000000000000000000e+02,9.999999999998258136e+04
2.756250000000000089e-01,5.500000000000000028e-02,9.493146330180815085e+02,-1.000000000000000000e+02,9.999999999998253770e+04
2.768749999999999822e-01,5.500000000000000028e-02,9.493146330180815085e+02,-1.000000000000000000e+02,9.999999999998247949e+04
2.781250000000000111e-01,5.500000000000002109e-02,9.493146330180815085e+02,-1.000000000000000000e+02,9.999999999998214480e+04
2.793749999999999845e-01,5.500000000000006967e-02,9.493146330180815085e+02,-1.000000000000000000e+02,9.999999999998144631e+04
2.806250000000000133e-01,5.500000000000011824e-02,9.493146330180813948e+02,-1.000000000000000000e+02,9.999999999997869600e+04
2.818749999999999867e-01,5.500000000000016681e-02,9.493146330180813948e+02,-1.000000000000000000e+02,9.999999999997626583e+04
2.831250000000000155e-01,5.500000000000021538e-02,9.493146330180813948e+02,-1.000000000000000000e+02,9.999999999997428677e+04
