iter,phase,residual,lbe_calls,wall_seconds_raw,accepted
0,ap_schur_jfnk_alpha1,0.0035073273673044414,58,0.033496546995593235,1
1,ap_schur_jfnk_alpha1,0.0030315160720114833,113,0.05444326400174759,1
2,ap_schur_jfnk_alpha1,0.002673781742315468,168,0.07333771399862599,0
3,ap_schur_jfnk_alpha1,0.0023953476987751306,223,0.09524585699546151,0
4,ap_schur_jfnk_alpha1,0.0021724542106575286,278,0.11471437000727747,0
5,ap_schur_jfnk_alpha1,0.0019900107552121562,333,0.13435630999447312,0
6,ap_schur_jfnk_alpha1,0.0018402616824447558,387,0.15409292599360924,0
