iter,phase,residual,lbe_calls,wall_seconds_raw,accepted
0,ap_schur_jfnk_alpha1,0.0035073273673044414,58,0.029569407997769304,1
1,ap_schur_jfnk_alpha1,0.0030315160720114833,113,0.04606048099230975,1
2,ap_schur_jfnk_alpha1,0.002673781742315468,168,0.062201923996326514,0
3,ap_schur_jfnk_alpha1,0.0023953476987751306,223,0.07996204499795567,0
4,ap_schur_jfnk_alpha1,0.0021724542106575286,278,0.09814252499199938,0
5,ap_schur_jfnk_alpha1,0.0019900107552121562,333,0.1149684010015335,0
6,ap_schur_jfnk_alpha1,0.0018402616824447558,387,0.1305953480041353,0
