iter,residual,lbe_calls,wall_seconds_raw,wall_seconds,accepted,phase
0,0.000603657592038671,1,0.0002936050295829773,0.0,1,0
1,7.004251478776018e-05,61,0.029238088987767696,0.02894448395818472,1,0
2,4.853751627843886e-05,121,0.05899188295006752,0.05869827792048454,1,0
3,3.500303865502532e-05,181,0.08776169712655246,0.08746809209696949,1,0
4,2.6511093457481843e-05,241,0.11702787899412215,0.11673427396453917,1,0
5,2.0843666152714865e-05,301,0.1465241271071136,0.14623052207753062,1,0
6,1.685303482831881e-05,361,0.17591220093891025,0.17561859590932727,1,0
7,1.3928095962060934e-05,421,0.20596549194306135,0.20567188691347837,1,0
8,1.171559892084808e-05,481,0.2353708390146494,0.23507723398506641,1,0
9,9.99939403587649e-06,541,0.2642526349518448,0.26395902992226183,1,0
10,8.640327887110504e-06,601,0.2930859799962491,0.2927923749666661,1,0
11,7.545279587718944e-06,661,0.3230709929484874,0.3227773879189044,1,0
12,6.649900714025391e-06,721,0.3531563049182296,0.3528626998886466,1,0
13,5.90851088249302e-06,781,0.3837975380010903,0.3835039329715073,1,0
14,5.287919895646364e-06,841,0.414094751002267,0.413801145972684,1,0
15,4.763517025100099e-06,901,0.4451399079989642,0.4448463029693812,1,0
16,4.316720776536802e-06,961,0.47533994703553617,0.4750463420059532,1,0
17,3.933272838243354e-06,1021,0.5050689841154963,0.5047753790859133,1,0
18,3.6020710109179244e-06,1081,0.5342286159284413,0.5339350108988583,1,0
19,3.314354952360168e-06,1141,0.564889146015048,0.564595540985465,1,0
20,3.0631279965769424e-06,1201,0.5954983190167695,0.5952047139871866,1,0
21,2.842740037026301e-06,1261,0.6254097619093955,0.6251161568798125,1,0
22,2.648582222155757e-06,1321,0.6549088119063526,0.6546152068767697,1,0
23,2.4768604931377764e-06,1381,0.683533000992611,0.6832393959630281,1,0
24,2.324425507312494e-06,1441,0.7133845509961247,0.7130909459665418,1,0
25,2.1886434109603116e-06,1501,0.7432695201132447,0.7429759150836617,1,0
26,2.0672965598930675e-06,1561,0.7745298941154033,0.7742362890858203,1,0
27,1.9585064393087424e-06,1621,0.8042083471082151,0.8039147420786321,1,0
28,1.8606732108349577e-06,1681,0.8348737750202417,0.8345801699906588,1,0
29,1.7724278362574105e-06,1741,0.865688577061519,0.865394972031936,1,0
30,1.6925938047233954e-06,1801,0.8960247319191694,0.8957311268895864,1,0
31,1.6201562606205866e-06,1861,0.9260718410369009,0.9257782360073179,1,0
32,1.554236886405669e-06,1921,0.9571265960112214,0.9568329909816384,1,0
33,1.494073300707744e-06,1981,0.9878373111132532,0.9875437060836703,1,0
34,1.4390020306108978e-06,2041,1.0172068381216377,1.0169132330920547,1,0
35,1.3884443380553375e-06,2101,1.04805967095308,1.047766065923497,1,0
36,1.34189434521103e-06,2161,1.0789993579965085,1.0787057529669255,1,0
37,1.2989090272184278e-06,2221,1.1121409989427775,1.1118473939131945,1,0
38,1.2590997341192847e-06,2281,1.143235149094835,1.142941544065252,1,0
39,1.2221249746971277e-06,2341,1.1727520569693297,1.1724584519397467,1,0
40,1.1876842490661814e-06,2401,1.2056118659675121,1.2053182609379292,1,0
41,1.155512758606728e-06,2461,1.235547716030851,1.235254111001268,1,0
42,1.1253768542857035e-06,2521,1.265887751011178,1.265594145981595,1,0
43,1.0970701095224975e-06,2581,1.2971346110571176,1.2968410060275346,1,0
44,1.070409923920937e-06,2641,1.326337275095284,1.326043670065701,1,0
45,1.0452345799163695e-06,2701,1.3556899928953499,1.3553963878657669,1,0
46,1.0214006872073642e-06,2761,1.3852154780179262,1.3849218729883432,1,0
47,9.987809602530937e-07,2821,1.414678845088929,1.414385240059346,1,0
48,9.77262282424417e-07,2881,1.4456520059611648,1.4453584009315819,1,0
49,9.567440175346914e-07,2941,1.4750256040133536,1.4747319989837706,1,0
50,9.371365351945533e-07,3001,1.5035996991209686,1.5033060940913856,1,0
51,9.183599212819987e-07,3061,1.5331686460413039,1.532875041011721,1,0
52,9.003428489440282e-07,3121,1.5629287350457162,1.5626351300161332,1,0
53,8.83021588990585e-07,3181,1.594487533904612,1.594193928875029,1,0
54,8.663391414213143e-07,3241,1.6240328759886324,1.6237392709590495,1,0
55,8.502444724642362e-07,3301,1.653340538032353,1.65304693300277,1,0
56,8.346918434497354e-07,3361,1.68326574889943,1.682972143869847,1,0
57,8.196402198918334e-07,3421,1.7132816610392183,1.7129880560096353,1,0
58,8.050527505197264e-07,3481,1.7424814600963145,1.7421878550667316,1,0
59,7.908963075204946e-07,3541,1.7732423499692231,1.7729487449396402,1,0
60,7.771410803465301e-07,3601,1.8041952040512115,1.8039015990216285,1,0
61,7.637602163951271e-07,3661,1.8351473559159786,1.8348537508863956,1,0
62,7.50729502894776e-07,3721,1.8666024289559573,1.8663088239263743,1,0
63,7.380270848823216e-07,3781,1.8968084810767323,1.8965148760471493,1,0
64,7.256332149703669e-07,3841,1.9273965840693563,1.9271029790397733,1,0
65,7.13530031054628e-07,3901,1.9601645590737462,1.9598709540441632,1,0
66,7.017013586910596e-07,3961,1.9902667289134115,1.9899731238838285,1,0
67,6.901325351494277e-07,4021,2.0210569449700415,2.0207633399404585,1,0
68,6.788102527177499e-07,4081,2.052752763032913,2.0524591580033302,1,0
69,6.677224189456537e-07,4141,2.083793523022905,2.083499917993322,1,0
70,6.568580319169157e-07,4201,2.1128835789859295,2.1125899739563465,1,0
71,6.46207068838787e-07,4261,2.143186545930803,2.14289294090122,1,0
72,6.357603864719119e-07,4321,2.1729257500264794,2.1726321449968964,1,0
73,6.255096319832991e-07,4381,2.202544451924041,2.202250846894458,1,0
74,6.154471632192668e-07,4441,2.2325222820509225,2.2322286770213395,1,0
75,6.055659772009621e-07,4501,2.263105168007314,2.2628115629777312,1,0
76,5.958596461017222e-07,4561,2.293479146901518,2.293185541871935,1,0
77,5.863222597394777e-07,4621,2.324441781034693,2.32414817600511,1,0
78,5.769483740319918e-07,4681,2.3547186970245093,2.3544250919949263,1,0
79,5.677329646935491e-07,4741,2.385612179990858,2.385318574961275,1,0
80,5.586713856106927e-07,4801,2.416972480015829,2.4166788749862462,1,0
81,5.497593314969344e-07,4861,2.4462373529095203,2.4459437478799373,1,0
82,5.409928042639913e-07,4921,2.4755016749259084,2.4752080698963255,1,0
83,5.323680828147877e-07,4981,2.5062478829640895,2.5059542779345065,1,0
84,5.238816958720519e-07,5041,2.5375610201153904,2.5372674150858074,1,0
85,5.1553039749678e-07,5101,2.5659998799674213,2.5657062749378383,1,0
86,5.07311145127967e-07,5161,2.597572647035122,2.597279042005539,1,0
87,4.992210797442487e-07,5221,2.6283411330077797,2.6280475279781967,1,0
88,4.912575080797998e-07,5281,2.658432699041441,2.658139094011858,1,0
89,4.834178865496336e-07,5341,2.6874016830697656,2.6871080780401826,1,0
90,4.756998068467038e-07,5401,2.7176117131020874,2.7173181080725044,1,0
91,4.6810098294918695e-07,5461,2.748826612951234,2.748533007921651,1,0
92,4.606192394035205e-07,5521,2.779135148972273,2.77884154394269,1,0
93,4.5325250086363593e-07,5581,2.8090950360056013,2.8088014309760183,1,0
94,4.4599878257902857e-07,5641,2.8392079030163586,2.8389142979867756,1,0
95,4.3885618192493136e-07,5701,2.8838057110551745,2.8835121060255915,1,0
96,4.3182287075049977e-07,5761,2.9150837149936706,2.9147901099640876,1,0
97,4.2489708848625676e-07,5821,2.948493781965226,2.948200176935643,1,0
98,4.1807713600923084e-07,5881,2.9782065160106868,2.9779129109811038,1,0
99,4.113613700707431e-07,5941,3.0053874189034104,3.0050938138738275,1,0
100,4.0474819832694444e-07,6001,3.03606148599647,3.035767880966887,1,0
101,3.9823607489767334e-07,6061,3.0661412701010704,3.0658476650714874,1,0
102,3.9182349634506836e-07,6121,3.0950711090117693,3.0947775039821863,1,0
103,3.855089980928945e-07,6181,3.1244979889597744,3.1242043839301914,1,0
104,3.7929115123340024e-07,6241,3.153859385056421,3.153565780026838,1,0
105,3.731685596492156e-07,6301,3.183478058082983,3.1831844530534,1,0
106,3.6713985744045936e-07,6361,3.2139352259691805,3.2136416209395975,1,0
107,3.612037066577572e-07,6421,3.243163892067969,3.242870287038386,1,0
108,3.553587952322646e-07,6481,3.273585171904415,3.273291566874832,1,0
109,3.4960383516293366e-07,6541,3.3032874839846045,3.3029938789550215,1,0
110,3.4393756091599105e-07,6601,3.332680068910122,3.332386463880539,1,0
111,3.383587279380376e-07,6661,3.3621343509294093,3.3618407458998263,1,0
112,3.3286611142766526e-07,6721,3.3909611569251865,3.3906675518956035,1,0
113,3.274585051577977e-07,6781,3.4210996630135924,3.4208060579840094,1,0
114,3.2213472047959086e-07,6841,3.451490565901622,3.451196960872039,1,0
115,3.168935854355876e-07,6901,3.4802460360806435,3.4799524310510606,1,0
116,3.117339439714346e-07,6961,3.5089689060114324,3.5086753009818494,1,0
117,3.066546552365224e-07,7021,3.5384486159309745,3.5381550109013915,1,0
118,3.016545929601314e-07,7081,3.5678687430918217,3.5675751380622387,1,0
119,2.967326449413173e-07,7141,3.5989036639221013,3.5986100588925183,1,0
120,2.918877125537054e-07,7201,3.628288295120001,3.627994690090418,1,0
121,2.871187103095615e-07,7261,3.65740800392814,3.657114398898557,1,0
122,2.824245655475551e-07,7321,3.687003503087908,3.686709898058325,1,0
123,2.7780421807140807e-07,7381,3.7163724140264094,3.7160788089968264,1,0
124,2.7325661988291773e-07,7441,3.7461127070710063,3.7458191020414233,1,0
125,2.6878073495029946e-07,7501,3.776465628994629,3.776172023965046,1,0
126,2.6437553897704933e-07,7561,3.807295701932162,3.807002096902579,1,0
127,2.600400192218911e-07,7621,3.8379996470175683,3.8377060419879854,1,0
128,2.557731743485582e-07,7681,3.8685139829758555,3.8682203779462725,1,0
