step,time,mass,min_alpha,max_alpha,tip_y,centroid_y,radial_asymmetry,max_div,potential_residual,electric_force,csf_force,curvature,conductive_current,convective_current,total_current,max_velocity,wave_y_over_di,wave_asymmetry,morphology_volume_di3
0,0,0.399200196793,0,0.66054820287,0.721336788553,0.721327286109,0.00017133995333,0,0,0,0,0,0,0,0,0,1.17212982398,0.000171340394785,1.71297428194
1,0.129335096942,0.399200196273,0,0.7288078132,0.721336788553,0.721334939023,0.000349264494019,1.54270540702e-13,6.13309678396e-12,1.28446736716,4.72394298235,3.64426893029,3.1598014395e-07,1.72341675984e-10,1.23801294069e-06,0.0359808006619,1.17216162647,0.000349264494019,1.71297427971
