iter,residual,lbe_calls,wall_seconds_raw,wall_seconds,wall_seconds_monotone,accepted,phase
0,0.04714045207910319,1,0.007531270995968953,0.007531270995968953,0.0,1,0
1,0.006624123269729665,10,0.0084625320014311,0.0084625320014311,0.0009312610054621473,1,0
2,0.006172989511153295,14,0.010142551996978,0.010142551996978,0.002611281001009047,1,0
3,0.005836662991377472,18,0.011829730006866157,0.011829730006866157,0.004298459010897204,1,0
4,0.005537652012532939,58,0.033507979998830706,0.033507979998830706,0.025976709002861753,1,0
5,0.005271955221696901,63,0.03561623700079508,0.03561623700079508,0.02808496600482613,1,0
6,0.005038698440676506,68,0.03747885400662199,0.03747885400662199,0.029947583010653034,1,0
7,0.004826233484254633,73,0.03926660600700416,0.03926660600700416,0.031735335011035204,1,0
8,0.004634735363868997,113,0.054458571001305245,0.054458571001305245,0.04692730000533629,1,0
9,0.004460118158084897,118,0.05623995799396653,0.05623995799396653,0.048708686997997575,1,0
10,0.004299975904172985,123,0.057970413006842136,0.057970413006842136,0.050439142010873184,1,0
11,0.004152816621362076,128,0.059590264994767494,0.059590264994767494,0.05205899399879854,1,0
12,0.004016824162072043,168,0.07335012000112329,0.07335012000112329,0.06581884900515433,1,0
13,0.003890806560209027,173,0.07540081199840643,0.07540081199840643,0.06786954100243747,1,0
14,0.00377364874654337,178,0.0773729079955956,0.0773729079955956,0.06984163699962664,1,0
15,0.003664392450781218,183,0.07919090200448409,0.07919090200448409,0.07165963100851513,1,0
16,0.0035622469758654816,223,0.09528014500392601,0.09528014500392601,0.08774887400795706,1,0
17,0.003466503521509,228,0.09712704499543179,0.09712704499543179,0.08959577399946284,1,0
18,0.0033765555866174923,233,0.09889428899623454,0.09889428899623454,0.09136301800026558,1,0
19,0.0032918711997796126,238,0.10071446899382863,0.10071446899382863,0.09318319799785968,1,0
20,0.003211981237432706,278,0.11473007799941115,0.11473007799941115,0.1071988070034422,1,0
21,0.0031364733549734446,283,0.11654036199615803,0.11654036199615803,0.10900909100018907,1,0
22,0.0030649812484234047,288,0.11841234999883454,0.11841234999883454,0.11088107900286559,1,0
23,0.0029971793308563306,293,0.12006977200508118,0.12006977200508118,0.11253850100911222,1,0
24,0.0029327770127425645,333,0.13436801900388673,0.13436801900388673,0.12683674800791778,1,0
25,0.0028715139198923034,338,0.13620111999625806,0.13620111999625806,0.1286698490002891,1,0
26,0.0028131561882687936,343,0.13826354099728633,0.13826354099728633,0.13073227000131737,1,0
27,0.002757493048761865,348,0.14034341600199696,0.14034341600199696,0.132812145006028,1,0
28,0.002704334039401516,387,0.1541215939942049,0.1541215939942049,0.14659032299823593,1,0
29,0.0026535065951667366,392,0.15628102999471594,0.15628102999471594,0.14874975899874698,1,0
30,0.0014694671311242982,441,0.15884460500092246,0.15884460500092246,0.1513133340049535,1,0
31,0.001060294773425254,490,0.16121485699841287,0.16121485699841287,0.15368358600244392,1,0
32,0.0008452760825423461,539,0.16365166200557724,0.16365166200557724,0.15612039100960828,1,0
33,0.0007104200507473333,588,0.16610591199423652,0.16610591199423652,0.15857464099826757,1,0
34,0.0006169866230109915,637,0.16865587899519596,0.16865587899519596,0.161124607999227,1,0
35,0.0005479593527700423,686,0.17105423500470351,0.17105423500470351,0.16352296400873456,1,0
36,0.0004946180933761508,735,0.17370764899533242,0.17370764899533242,0.16617637799936347,1,0
37,0.0004520038075831451,784,0.1760484800033737,0.1760484800033737,0.16851720900740474,1,0
38,0.00041707531016193985,833,0.17865311900095548,0.17865311900095548,0.17112184800498653,1,0
39,0.0003878574099727462,882,0.18096042500110343,0.18096042500110343,0.17342915400513448,1,0
40,0.0003630078948532744,931,0.1835720399976708,0.1835720399976708,0.17604076900170185,1,0
41,0.00034158055181573473,980,0.1860661130049266,0.1860661130049266,0.17853484200895764,1,0
42,0.0003228875778000548,1029,0.1887273530010134,0.1887273530010134,0.18119608200504445,1,0
43,0.00030641575716206757,1078,0.19111764499393757,0.19111764499393757,0.18358637399796862,1,0
44,0.00029177334184710065,1127,0.19384286999411415,0.19384286999411415,0.1863115989981452,1,0
45,0.0002786552827571285,1176,0.19621363800251856,0.19621363800251856,0.1886823670065496,1,0
46,0.0002668198563749873,1225,0.1988367140002083,0.1988367140002083,0.19130544300423935,1,0
47,0.00025607259137499713,1274,0.2012777469935827,0.2012777469935827,0.19374647599761374,1,0
48,0.0002462549896835304,1323,0.2038354529940989,0.2038354529940989,0.19630418199812993,1,0
49,0.00023723645951849933,1372,0.20631837099790573,0.20631837099790573,0.19878710000193678,1,0
50,0.0002289084356687902,1421,0.20891318100620992,0.20891318100620992,0.20138191001024097,1,0
51,0.00022118001094982372,1470,0.21122301599825732,0.21122301599825732,0.20369174500228837,1,0
52,0.00021397462665996962,1519,0.21378631399420556,0.21378631399420556,0.2062550429982366,1,0
