x,y,z,g,g0
0.00649351,0.00324675,0.347403,3.782654e-34,0
0.00324675,0.00649351,0.347403,4.156111e-34,0
0.0194805,0.00324675,0.347403,3.085265e-32,0
0.0162338,0.00649351,0.347403,2.284522e-32,0
0.0324675,0.00324675,0.347403,-7.006974e-32,0
0.0292208,0.00649351,0.347403,-8.502006e-31,0
0.0454545,0.00324675,0.347403,-3.901377e-29,0
0.0422078,0.00649351,0.347403,-4.151926e-29,0
0.0584416,0.00324675,0.347403,-7.641176e-28,0
0.0551948,0.00649351,0.347403,-4.365315e-28,0
0.0714286,0.00324675,0.347403,-5.382228e-27,0
0.0681818,0.00649351,0.347403,-9.141228e-28,0
0.0844156,0.00324675,0.347403,1.035109e-25,0
0.0811688,0.00649351,0.347403,1.510388e-25,0
0.0974026,0.00324675,0.347403,2.387566e-24,0
0.0941558,0.00649351,0.347403,1.799431e-24,0
0.11039,0.00324675,0.347403,8.026829e-24,0
0.107143,0.00649351,0.347403,-2.335533e-24,0
0.123377,0.00324675,0.347403,-6.03044e-23,0
0.12013,0.00649351,0.347403,-5.795509e-23,0
0.136364,0.00324675,0.347403,-3.372376e-22,0
0.133117,0.00649351,0.347403,-1.375345e-22,0
0.149351,0.00324675,0.347403,-4.220327e-22,0
0.146104,0.00649351,0.347403,-7.62741e-23,0
0.162338,0.00324675,0.347403,-4.812778e-22,0
0.159091,0.00649351,0.347403,7.599822e-23,0
0.175325,0.00324675,0.347403,-1.382243e-21,0
0.172078,0.00649351,0.347403,7.44147e-23,0
0.188312,0.00324675,0.347403,-3.583103e-21,0
0.185065,0.00649351,0.347403,1.101228e-21,0
0.201299,0.00324675,0.347403,1.107762e-21,0
0.198052,0.00649351,0.347403,6.418701e-21,0
0.214286,0.00324675,0.347403,1.81483e-20,0
0.211039,0.00649351,0.347403,6.916523e-21,0
0.227273,0.00324675,0.347403,7.655246e-21,0
0.224026,0.00649351,0.347403,-1.149082e-20,0
0.24026,0.00324675,0.347403,-5.107386e-20,0
0.237013,0.00649351,0.347403,-6.295858e-20,0
0.253247,0.00324675,0.347403,-3.016607e-19,0
0.25,0.00649351,0.347403,-1.115132e-19,0
0.266234,0.00324675,0.347403,-6.712683e-19,0
0.262987,0.00649351,0.347403,-4.702054e-20,0
0.279221,0.00324675,0.347403,-7.392122e-19,0
0.275974,0.00649351,0.347403,1.448581e-19,0
0.292208,0.00324675,0.347403,-6.630969e-19,0
0.288961,0.00649351,0.347403,2.579116e-19,0
0.305195,0.00324675,0.347403,-7.509593e-19,0
0.301948,0.00649351,0.347403,2.459511e-19,0
0.318182,0.00324675,0.347403,-9.850104e-19,0
0.314935,0.00649351,0.347403,2.172848e-19,0
0.331169,0.00324675,0.347403,-1.269806e-18,0
0.327922,0.00649351,0.347403,2.870764e-19,0
0.344156,0.00324675,0.347403,-1.450429e-18,0
0.340909,0.00649351,0.347403,3.828633e-19,0
0.357143,0.00324675,0.347403,-1.518948e-18,0
0.353896,0.00649351,0.347403,4.200018e-19,0
0.37013,0.00324675,0.347403,-1.573723e-18,0
0.366883,0.00649351,0.347403,4.37086e-19,0
0.383117,0.00324675,0.347403,-1.353784e-18,0
0.37987,0.00649351,0.347403,5.050921e-19,0
