x,y,z,g,g0
0.0164474,0.0197368,0.351974,-4.759799e-31,0
0.0361842,0.0164474,0.348684,5.146763e-31,0
0.0296053,0.0230263,0.348684,1.281071e-29,0
0.0328947,0.0164474,0.351974,1.938285e-29,0
0.0296053,0.0197368,0.351974,2.411637e-29,0
0.0493421,0.0164474,0.348684,-1.661042e-28,0
0.0427632,0.0230263,0.348684,-2.016408e-28,0
0.0460526,0.0164474,0.351974,8.301209e-28,0
0.0427632,0.0197368,0.351974,8.314934e-28,0
0.0625,0.0164474,0.348684,-8.682207e-28,0
0.0559211,0.0230263,0.348684,-1.146546e-26,0
0.0592105,0.0164474,0.351974,-3.758654e-27,0
0.0559211,0.0197368,0.351974,-6.739539e-27,0
0.0756579,0.0164474,0.348684,9.20234e-27,0
0.0690789,0.0230263,0.348684,7.110222e-27,0
0.0723684,0.0164474,0.351974,-1.695111e-25,0
0.0690789,0.0197368,0.351974,-1.805284e-25,0
0.0888158,0.0164474,0.348684,7.084356e-26,0
0.0822368,0.0230263,0.348684,1.333052e-24,0
0.0855263,0.0164474,0.351974,-9.050761e-25,0
0.0822368,0.0197368,0.351974,-5.460813e-25,0
0.101974,0.0164474,0.348684,1.265672e-25,0
0.0953947,0.0230263,0.348684,8.078547e-24,0
0.0986842,0.0164474,0.351974,4.36168e-24,0
0.0953947,0.0197368,0.351974,7.094531e-24,0
0.115132,0.0164474,0.348684,3.76175e-24,0
0.108553,0.0230263,0.348684,-1.491035e-23,0
0.111842,0.0164474,0.351974,5.970231e-23,0
0.108553,0.0197368,0.351974,5.767855e-23,0
0.128289,0.0164474,0.348684,4.168685e-23,0
0.121711,0.0230263,0.348684,-2.825384e-22,0
0.125,0.0164474,0.351974,2.66375e-22,0
0.121711,0.0197368,0.351974,1.569924e-22,0
0.141447,0.0164474,0.348684,1.209095e-22,0
0.134868,0.0230263,0.348684,-1.276868e-21,0
0.138158,0.0164474,0.351974,1.31096e-22,0
0.134868,0.0197368,0.351974,-4.383531e-22,0
0.154605,0.0164474,0.348684,-5.411165e-22,0
0.148026,0.0230263,0.348684,-1.877021e-21,0
0.151316,0.0164474,0.351974,-4.002905e-21,0
0.148026,0.0197368,0.351974,-4.303106e-21,0
0.167763,0.0164474,0.348684,-3.991125e-21,0
0.161184,0.0230263,0.348684,1.167065e-20,0
0.164474,0.0164474,0.351974,-1.385235e-20,0
0.161184,0.0197368,0.351974,-8.202155e-21,0
0.180921,0.0164474,0.348684,-9.923952e-21,0
0.174342,0.0230263,0.348684,4.34834e-20,0
0.177632,0.0164474,0.351974,-2.044663e-20,0
0.174342,0.0197368,0.351974,5.499127e-22,0
0.194079,0.0164474,0.348684,-7.234257e-21,0
0.1875,0.0230263,0.348684,7.318956e-20,0
