x,y,z,g,g0
0.00986842,0.00328947,0.348684,-6.468657e-24,0
0.00328947,0.00986842,0.348684,3.392553e-24,0
0.00657895,0.00328947,0.351974,3.737234e-24,0
0.00328947,0.00657895,0.351974,1.0164e-24,0
0.0230263,0.00328947,0.348684,-3.848622e-22,0
0.0164474,0.00986842,0.348684,-1.404865e-22,0
0.0197368,0.00328947,0.351974,1.583538e-23,0
0.0164474,0.00657895,0.351974,-1.341557e-22,0
0.0361842,0.00328947,0.348684,-3.476919e-21,0
0.0296053,0.00986842,0.348684,-6.30421e-22,0
0.0328947,0.00328947,0.351974,-3.101013e-22,0
0.0296053,0.00657895,0.351974,-1.894846e-21,0
0.0493421,0.00328947,0.348684,-6.710785e-21,0
0.0427632,0.00986842,0.348684,2.598657e-21,0
0.0460526,0.00328947,0.351974,-2.87822e-21,0
0.0427632,0.00657895,0.351974,-7.497383e-21,0
0.0625,0.00328947,0.348684,3.145571e-20,0
0.0559211,0.00986842,0.348684,1.153619e-20,0
0.0592105,0.00328947,0.351974,-1.193372e-21,0
0.0559211,0.00657895,0.351974,-1.411793e-21,0
0.0756579,0.00328947,0.348684,1.74548e-19,0
0.0690789,0.00986842,0.348684,-2.295701e-20,0
0.0723684,0.00328947,0.351974,4.464214e-20,0
0.0690789,0.00657895,0.351974,5.424959e-20,0
0.0888158,0.00328947,0.348684,3.557716e-19,0
0.0822368,0.00986842,0.348684,-1.64123e-19,0
0.0855263,0.00328947,0.351974,1.630917e-19,0
0.0822368,0.00657895,0.351974,1.377451e-19,0
0.101974,0.00328947,0.348684,3.532123e-19,0
0.0953947,0.00986842,0.348684,-3.030619e-19,0
0.0986842,0.00328947,0.351974,2.636343e-19,0
0.0953947,0.00657895,0.351974,1.431155e-19,0
0.115132,0.00328947,0.348684,6.530863e-20,0
0.108553,0.00986842,0.348684,-2.035516e-19,0
0.111842,0.00328947,0.351974,1.981036e-19,0
0.108553,0.00657895,0.351974,4.147642e-20,0
0.128289,0.00328947,0.348684,-3.280497e-19,0
0.121711,0.00986842,0.348684,1.506103e-19,0
0.125,0.00328947,0.351974,-3.7941e-20,0
0.121711,0.00657895,0.351974,-4.828681e-20,0
0.141447,0.00328947,0.348684,-6.052196e-19,0
0.134868,0.00986842,0.348684,4.995641e-19,0
0.138158,0.00328947,0.351974,-3.094018e-19,0
0.134868,0.00657895,0.351974,-3.451713e-20,0
0.154605,0.00328947,0.348684,-7.000678e-19,0
0.148026,0.00986842,0.348684,6.909835e-19,0
0.151316,0.00328947,0.351974,-5.531272e-19,0
0.148026,0.00657895,0.351974,4.768079e-20,0
0.167763,0.00328947,0.348684,-5.926618e-19,0
0.161184,0.00986842,0.348684,7.681269e-19,0
0.164474,0.00328947,0.351974,-7.938683e-19,0
0.161184,0.00657895,0.351974,1.661631e-19,0
0.180921,0.00328947,0.348684,-3.18997e-19,0
0.174342,0.00986842,0.348684,6.354939e-19,0
0.177632,0.00328947,0.351974,-9.857376e-19,0
0.174342,0.00657895,0.351974,3.138329e-19,0
0.194079,0.00328947,0.348684,-1.453809e-19,0
0.1875,0.00986842,0.348684,2.245547e-19,0
0.190789,0.00328947,0.351974,-9.899047e-19,0
0.1875,0.00657895,0.351974,3.757856e-19,0
0.207237,0.00328947,0.348684,-4.789728e-19,0
0.200658,0.00986842,0.348684,-1.610159e-19,0
0.203947,0.00328947,0.351974,-8.089997e-19,0
0.200658,0.00657895,0.351974,1.699985e-19,0
0.220395,0.00328947,0.348684,-1.758442e-18,0
0.213816,0.00986842,0.348684,-2.178385e-19,0
0.217105,0.00328947,0.351974,-6.193794e-19,0
0.213816,0.00657895,0.351974,-3.224174e-19,0
0.233553,0.00328947,0.348684,-4.946613e-18,0
0.226974,0.00986842,0.348684,4.341861e-19,0
0.230263,0.00328947,0.351974,-7.268835e-19,0
0.226974,0.00657895,0.351974,-1.102408e-18,0
0.246711,0.00328947,0.348684,-1.056607e-17,0
0.240132,0.00986842,0.348684,3.251438e-18,0
0.243421,0.00328947,0.351974,-1.564827e-18,0
0.240132,0.00657895,0.351974,-2.304918e-18,0
0.259868,0.00328947,0.348684,-1.593152e-17,0
0.253289,0.00986842,0.348684,8.76883e-18,0
0.256579,0.00328947,0.351974,-3.271599e-18,0
0.253289,0.00657895,0.351974,-3.346691e-18,0
0.273026,0.00328947,0.348684,-1.64902e-17,0
0.266447,0.00986842,0.348684,1.265506e-17,0
0.269737,0.00328947,0.351974,-4.962306e-18,0
0.266447,0.00657895,0.351974,-3.029576e-18,0
0.286184,0.00328947,0.348684,-1.128849e-17,0
0.279605,0.00986842,0.348684,1.166903e-17,0
0.282895,0.00328947,0.351974,-5.52411e-18,0
0.279605,0.00657895,0.351974,-1.390949e-18,0
0.299342,0.00328947,0.348684,-3.927424e-18,0
0.292763,0.00986842,0.348684,6.826843e-18,0
0.296053,0.00328947,0.351974,-4.738781e-18,0
0.292763,0.00657895,0.351974,6.068375e-19,0
0.3125,0.00328947,0.348684,3.984313e-18,0
