iter,residual,lbe_calls,wall_seconds_raw,wall_seconds,accepted,phase
0,0.001249882463024178,1,0.007359933108091354,0.0,1,0
1,3.0322224760501262e-05,202,0.044061616994440556,0.0367016838863492,1,0
2,2.085883786763038e-05,403,0.08298091311007738,0.07562098000198603,1,0
3,8.28499476752439e-06,604,0.11902690795250237,0.11166697484441102,1,0
4,8.588455390299602e-06,805,0.15684857009910047,0.14948863699100912,1,0
5,3.6645174283384336e-06,1006,0.19376943912357092,0.18640950601547956,1,0
6,3.7408103727061457e-06,1207,0.2311136380303651,0.22375370492227376,1,0
7,2.3992700121522153e-06,1408,0.26815155800431967,0.2607916248962283,1,0
8,2.1705724482697614e-06,1609,0.30529803317040205,0.2979381000623107,1,0
9,1.975515901276278e-06,1810,0.344454247970134,0.33709431486204267,1,0
10,1.8704620865185557e-06,2011,0.3816304199863225,0.37427048687823117,1,0
11,1.856920742442326e-06,2212,0.4195132071617991,0.4121532740537077,1,0
12,1.8251526740482031e-06,2413,0.4565517189912498,0.44919178588315845,1,0
13,1.820841574029728e-06,2614,0.4961246410384774,0.48876470793038607,1,0
14,1.812322685984696e-06,2815,0.5349782430566847,0.5276183099485934,1,0
15,1.8085523181853081e-06,3016,0.5731785311363637,0.5658185980282724,1,0
16,1.8038160911322265e-06,3217,0.611425647046417,0.6040657139383256,1,0
17,1.799514778496399e-06,3418,0.6505308151245117,0.6431708820164204,1,0
18,1.7953957349193113e-06,3619,0.6901191361248493,0.682759203016758,1,0
19,1.7913858177432765e-06,3820,0.7289882679469883,0.721628334838897,1,0
20,1.7873862598747445e-06,4021,0.7680260590277612,0.7606661259196699,1,0
21,1.7833513661883256e-06,4222,0.8057783800177276,0.7984184469096363,1,0
22,1.77933796299505e-06,4423,0.8436178960837424,0.836257962975651,1,0
23,1.7753486316579014e-06,4624,0.880652128951624,0.8732921958435327,1,0
24,1.7713721057704767e-06,4825,0.9178480880800635,0.9104881549719721,1,0
25,1.7673983196893043e-06,5026,0.9545632090885192,0.9472032759804279,1,0
26,1.7634311185906991e-06,5227,0.9908733030315489,0.9835133699234575,1,0
27,1.759474698347039e-06,5428,1.0275636471342295,1.0202037140261382,1,0
28,1.7555286078699093e-06,5629,1.0645687249489129,1.0572087918408215,1,0
29,1.751590984963723e-06,5830,1.1021688990294933,1.094808965921402,1,0
30,1.7476615092117405e-06,6031,1.1394386370666325,1.1320787039585412,1,0
