iter,residual,lbe_calls,wall_seconds_raw,wall_seconds,accepted,phase
0,0.0015430721293487085,1,0.00041808001697063446,0.0,1,0
1,0.0001385609408225557,20,0.01880901912227273,0.018390939105302095,1,0
2,8.908763092503797e-05,40,0.029363173060119152,0.028945093043148518,1,0
3,7.317810560167974e-05,60,0.039617608999833465,0.03919952898286283,1,0
4,5.8672192620573514e-05,80,0.04985526413656771,0.04943718411959708,1,0
5,5.223993700619957e-05,100,0.060536177130416036,0.0601180971134454,1,0
6,5.292861927678233e-05,141,0.07907544611953199,0.07865736610256135,1,0
7,4.499258252112378e-05,170,0.09287942317314446,0.09246134315617383,1,0
8,4.240901601536916e-05,205,0.11141868308186531,0.11100060306489468,1,0
9,3.761674973158828e-05,225,0.12212322000414133,0.1217051399871707,1,0
10,3.4051885434876884e-05,245,0.13356209616176784,0.1331440161447972,1,0
11,2.7612709821480032e-05,265,0.14432342210784554,0.1439053420908749,1,0
12,2.426563726728429e-05,291,0.1578804519958794,0.15746237197890878,1,0
13,2.694835467038271e-05,330,0.1753436371218413,0.17492555710487068,1,0
14,2.873451896198867e-05,365,0.19135912507772446,0.19094104506075382,1,0
15,3.229141539441738e-05,411,0.2108705430291593,0.21045246301218867,1,0
16,2.6274142196294506e-05,440,0.22429186711087823,0.2238737870939076,1,0
17,1.629413768143089e-05,460,0.2356460529845208,0.23522797296755016,1,0
18,1.6037922052636296e-05,496,0.2525547700934112,0.2521366900764406,1,0
19,1.8941036598854827e-05,536,0.2700555860064924,0.26963750598952174,1,0
20,2.0669411397027096e-05,571,0.2857499581295997,0.28533187811262906,1,0
21,2.287114777736242e-05,610,0.30252610496245325,0.3021080249454826,1,0
22,1.992545468034629e-05,640,0.3166942500974983,0.31627617008052766,1,0
23,1.5587744158540383e-05,660,0.32773902104236186,0.3273209410253912,1,0
24,1.2604849587385806e-05,680,0.33860143716447055,0.3381833571474999,1,0
25,1.2784493983165967e-05,715,0.3541408150922507,0.35372273507528007,1,0
26,1.3890402262818264e-05,750,0.37106837797909975,0.3706502979621291,1,0
27,1.5671656931730744e-05,790,0.3880694601684809,0.38765138015151024,1,0
28,1.7157730309802428e-05,835,0.40633637411519885,0.4059182940982282,1,0
29,1.3735712755873544e-05,865,0.4210538191255182,0.42063573910854757,1,0
30,9.415148032192634e-06,885,0.4321678699925542,0.43174978997558355,1,0
