iter,residual,lbe_calls,wall_seconds_raw,wall_seconds,wall_seconds_monotone,accepted,phase
43,1.006068990172331e-05,596609,131.03540732999681,131.03540732999681,131.03540632999682,1,0
44,9.907847117548837e-06,604802,131.87993120998726,131.87993120998726,131.87993020998726,1,0
45,9.757326332814691e-06,612995,132.72201538099034,132.72201538099034,132.72201438099034,1,0
46,9.60909227152331e-06,621188,133.56652859499445,133.56652859499445,133.56652759499445,1,0
47,9.46311019349928e-06,629381,134.4103730039933,134.4103730039933,134.4103720039933,1,0
48,9.319345886776023e-06,637574,135.25450345198624,135.25450345198624,135.25450245198624,1,0
49,9.177765658569795e-06,645767,136.09750363898638,136.09750363898638,136.09750263898638,1,0
50,9.03833632816651e-06,653960,136.93677282398858,136.93677282398858,136.93677182398858,1,0
51,8.90102521910288e-06,662153,137.77994947999832,137.77994947999832,137.77994847999832,1,0
52,8.76580015102404e-06,670346,138.62299625198648,138.62299625198648,138.62299525198648,1,0
53,8.632629432737356e-06,678539,139.46698246098822,139.46698246098822,139.46698146098822,1,0
54,8.50148185437872e-06,686732,140.3341804209922,140.3341804209922,140.3341794209922,1,0
55,8.372326680228359e-06,694925,141.20687971099687,141.20687971099687,141.20687871099688,1,0
56,8.2451336414993e-06,703118,142.07545889099129,142.07545889099129,142.0754578909913,1,0
57,8.119872929350906e-06,711311,142.94725163398834,142.94725163398834,142.94725063398835,1,0
58,7.996515187674015e-06,719504,143.81727954499365,143.81727954499365,143.81727854499366,1,0
59,7.875031506472163e-06,727697,144.67953723399842,144.67953723399842,144.67953623399842,1,0
60,7.755393414750255e-06,735890,145.52045097498922,145.52045097498922,145.52044997498922,1,0
61,7.637572874227478e-06,744083,146.36084764999396,146.36084764999396,146.36084664999396,1,0
62,7.5215422725737555e-06,752276,147.20510499499505,147.20510499499505,147.20510399499506,1,0
63,7.407274416816521e-06,760469,148.03676632099086,148.03676632099086,148.03676532099087,1,0
64,7.294742527245969e-06,768662,148.8637667229923,148.8637667229923,148.8637657229923,1,0
65,7.183920230882206e-06,776855,149.69131483299134,149.69131483299134,149.69131383299134,1,0
66,7.074781555483646e-06,785048,150.52100053298636,150.52100053298636,150.52099953298637,1,0
67,6.967300923340469e-06,793241,151.35023627299233,151.35023627299233,151.35023527299234,1,0
68,6.8614531453288335e-06,801434,152.1762295489898,152.1762295489898,152.1762285489898,1,0
69,6.757213414954855e-06,809627,153.00441199999477,153.00441199999477,153.00441099999478,1,0
70,6.654557302628355e-06,817820,153.83197794998705,153.83197794998705,153.83197694998705,1,0
