base_case_id,scaling_level,case_id,case_label,method,tol,N,lbe_calls,wall_seconds,final_residual,converged,finite_fields,history_wall_monotone,history_final_consistent,cache_label_picard,cache_label_method,cache_hash_picard,cache_hash_method,channel_core_rel_l2_analytic,channel_full_rel_l2_analytic,channel_rel_l2_vs_tight_picard,channel_core_flux_cv,channel_boundary_flux_imbalance,rel_l2_vs_picard,linf_vs_picard,rms_vs_picard,vel_abs_l2_vs_picard,vel_abs_linf_vs_picard,vel_abs_rms_vs_picard,rel_l2_vs_ref,linf_vs_ref,rms_vs_ref,vel_abs_l2_vs_ref,vel_abs_linf_vs_ref,vel_abs_rms_vs_ref,reference_source,ref_velocity_l2,rho_abs_l2_vs_picard,rho_abs_linf_vs_picard,rho_abs_rms_vs_picard,flux_imbalance,velocity_span_rel,max_jump_rel,mass_imbalance,rho_min,rho_max,ghia_u_centerline_rms,ghia_v_centerline_rms,ghia_u_centerline_linf,ghia_v_centerline_linf,centerline_profile_rms,pressure_drop,reattachment_x,run_mode,method_tol,reference_tol,reference_converged,reference_final_residual
channel_poiseuille_rect,1,channel_poiseuille_Ny32_Nx192__1x,"Plane Poiseuille inlet/outlet (Ny=32, Nx=192, 1x)",picard_lbm,1e-07,192,8644,5.109655290143564,8.515453405745782e-08,1,1,1,1,tol1.00e-07,tol1.00e-07,b5ebfa3a306a,b5ebfa3a306a,0.007170357825737252,0.009669344697786358,0.0,7.400200842745193e-05,0.0005270340225850524,0.0,0.0,0.0,0.0,0.0,0.0,0.009669344697786358,0.001149084685705501,0.0005049809650523396,0.03958226221428661,0.001149084685705501,0.0005049809650523396,analytic_poiseuille,4.126971680047115,0.0,0.0,0.0,0.0005270340225850524,0.009669344697786358,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,strict,1e-07,1e-07,1,8.515453405745782e-08
channel_poiseuille_rect,1,channel_poiseuille_Ny32_Nx192__1x,"Plane Poiseuille inlet/outlet (Ny=32, Nx=192, 1x)",proposed,1e-07,192,5006,4.169057096121833,1.0102898945763444e-06,0,1,1,1,tol1.00e-07,tol1.00e-07,b5ebfa3a306a,52459c3f1d5d,0.004341213046750444,0.005513031585795685,0.00716920193054239,0.0016292639738168626,0.009414325068253772,0.00716920193054239,0.0009331955138723105,0.0003774650085678389,0.029587093335887545,0.0009331955138723105,0.0003774650085678389,0.005513031585795685,0.0007818559982405437,0.00028791775426068765,0.022568050746455105,0.0007818559982405437,0.00028791775426068765,analytic_poiseuille,4.126971680047115,0.16082970944328087,0.0029577389675097265,0.0020518266855006004,0.009414325068253772,0.005513031585795685,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,strict,1e-07,1e-07,1,8.515453405745782e-08
