case_id,step,time,voltage,accepted_dt,rejected_step_count,pass_metric,vof_mass_relative_error,charge_mass_error,max_electric_field,max_velocity_increment,cone_angle_degrees,jet_radius,whipping_offset,whipping_rms_radius,droplet_count,detached_droplet_count,mean_droplet_diameter,mean_charge_to_mass_ratio,plume_divergence_degrees
P1_bent_10deg,1,1.5625e-05,0.003125,1.5625e-05,6,7.0333742023809265e-06,7.0333742023809265e-06,-4.6594602554073106e-07,1.0275135673246342e-05,2.409322532193865e-05,14.182083859983114,0.04743600119783378,0.05555515449197257,0.10786392502395555,2,1,0.14337560479537018,2.6660622917275794e-07,10.032230832315625
P1_bent_10deg,2,3.125e-05,0.00625,1.5625e-05,6,7.038924009883374e-06,7.038924009883374e-06,0.0003860643889828097,0.024854903350175556,3.0879083385783006e-05,14.182045317811784,0.04743604803630162,0.055554755149807344,0.10786947207940846,2,1,0.14337559971089536,2.667067864497243e-07,10.072835007981341
P1_bent_10deg,3,4.6875e-05,0.009375000000000001,1.5625e-05,6,7.079491899153467e-06,7.079491899153467e-06,0.0007726403088326173,0.049709791311836095,3.106373570845903e-05,14.182015781183988,0.04743607438820747,0.05555434674799575,0.10787501899642885,2,1,0.14337559787464635,2.669104542127623e-07,10.120812257079795
P1_bent_10deg,4,6.25e-05,0.0125,1.5625e-05,6,7.241462844698177e-06,7.241462844698177e-06,0.0011584926228116466,0.0745646817094333,2.921351877689209e-05,14.181995656894951,0.047436088293943864,0.0555539329701098,0.10788056287697066,2,1,0.14337559787464635,2.6721721106056654e-07,10.176686044377991
