base_case_id,scaling_level,case_id,case_label,method,method_variant,tol,Ny,Nx,max_steps_nominal,lbe_calls,wall_seconds,final_residual,final_residual_kind,final_macro_l2_pressure,final_macro_l2_ux,final_macro_l2_uy,final_macro_l2_uz,final_f_rms_residual,converged,reference_source,rel_l2_vs_ref,linf_vs_ref,rms_vs_ref,vel_abs_l2_vs_ref,vel_abs_linf_vs_ref,vel_abs_rms_vs_ref,ap_schur_trials,ap_schur_accepts
couette_n32,1,couette_n32__1x,"Couette flow N=32 (N=32, 1x)",proposed,ap_schur_jfnk_candidate,1e-07,32,32,70000,54957,9.818621698999777,8.581111925741276e-15,macro_l2_p_ux_uy_uz,3.076740298213702e-15,6.616782021034882e-16,7.983190651381696e-15,0.0,7.023785650833653e-17,1,analytic_couette,7.747254028355316e-13,3.151645611154663e-14,2.2544032582292383e-14,7.214090426333563e-13,3.151645611154663e-14,2.2544032582292383e-14,7,2
