step,time,transverse_centroid_offset,transverse_rms_radius,max_electric_field,max_capillary_acceleration,pass_metric,gas_charge_leakage_fraction,vof_mass_relative_error,divergence_reduction_ratio
0.0,0.0,0.01860163329510829,0.1991330691742442,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.001,0.01871748374401599,0.1992129526709163,0.00531039512922787,0.0,0.00012186023074134411,0.0,-0.00012186023074134411,1.0
2.0,0.002,0.018833974751975856,0.19929271191044046,0.005309652692831697,0.0,0.0001217575282758121,0.0,-0.0001217575282758121,1.0
3.0,0.003,0.01895109317885664,0.19937234706760212,0.005309353426188256,0.0,0.00012165456553470122,0.0,-0.00012165456553470122,1.0
4.0,0.004,0.019068815916554845,0.19945185486840578,0.005309054814352027,0.0,0.00012159565017522134,0.0,-0.00012159565017522134,1.0
5.0,0.005,0.019187128272495496,0.19953123476704807,0.005308756818291279,0.0,0.00012154596899116576,0.0,-0.00012154596899116576,1.0
6.0,0.006,0.01930601803880627,0.19961048696664224,0.005308459426994396,0.0,0.00012149592212751248,0.0,-0.00012149592212751248,1.0
7.0,0.007,0.01942547325596696,0.19968961166986776,0.005308162637195156,0.0,0.00012144550976511681,0.0,-0.00012144550976511681,1.0
8.0,0.008,0.019545482208685797,0.1997686090788818,0.005307866445644442,0.0,0.00012139473230099451,0.0,-0.00012139473230099451,1.0
9.0,0.009000000000000001,0.01966603342177126,0.19984747939526654,0.005307570849111582,0.0,0.00012134359025983699,0.0,-0.00012134359025983699,1.0
10.0,0.01,0.01978711565599881,0.19992622281999564,0.005307275844385249,0.0,0.0001212920842482701,0.0,-0.0001212920842482701,1.0
11.0,0.011,0.01990871790397433,0.20000483955341336,0.005306981428273863,0.0,0.00012124021492787573,0.0,-0.00012124021492787573,1.0
12.0,0.012,0.02003082938599609,0.20008332979521995,0.005306687597605987,0.0,0.00012118798299531885,0.0,-0.00012118798299531885,1.0
13.0,0.013000000000000001,0.020153439545923836,0.2001616937444629,0.005306394349230426,0.0,0.00012113538917568611,0.0,-0.00012113538917568611,1.0
14.0,0.014,0.02027653804705254,0.20023993159953116,0.005306101680016376,0.0,0.0001210824342121608,0.0,-0.0001210824342121608,1.0
15.0,0.015,0.020400114768011034,0.20031804355815114,0.005305809586853412,0.0,0.00012102911886213708,0.0,-0.00012102911886213708,1.0
16.0,0.016,0.02052415979867207,0.20039602981738536,0.0053055180666514625,0.0,0.00012097544389377823,0.0,-0.00012097544389377823,1.0
17.0,0.017,0.02064866343609269,0.20047389057363116,0.005305227116340774,0.0,0.0001209214100832412,0.0,-0.0001209214100832412,1.0
18.0,0.018000000000000002,0.020773616180481923,0.20055162602262128,0.0053049367328718375,0.0,0.00012086701821190093,0.0,-0.00012086701821190093,1.0
19.0,0.019,0.020899008731202384,0.20062923635942442,0.005304646913215291,0.0,0.00012081226906701659,0.0,-0.00012081226906701659,1.0
20.0,0.02,0.021024831982807822,0.20070672177844656,0.005304357654361813,0.0,0.00012075716343873388,0.0,-0.00012075716343873388,1.0
21.0,0.021,0.02115107702112002,0.20078408247343277,0.005304068953322027,0.0,0.000120701702119419,0.0,-0.000120701702119419,1.0
22.0,0.022,0.021277735119352593,0.20086131863746917,0.00530378080712637,0.0,0.00012064588590487979,0.0,-0.00012064588590487979,1.0
23.0,0.023,0.021404797734274523,0.20093843046298512,0.005303493212824947,0.0,0.00012058971559081311,0.0,-0.00012058971559081311,1.0
24.0,0.024,0.021532256502424813,0.20101541814175589,0.0053032061674874575,0.0,0.00012053319197580237,0.0,-0.00012053319197580237,1.0
25.0,0.025,0.02166010323637577,0.20109228186490485,0.005302919668202991,0.0,0.00012047631585709873,0.0,-0.00012047631585709873,1.0
26.0,0.026000000000000002,0.021788329921048212,0.20116902182290652,0.005302633712079955,0.0,0.0001204190880342848,0.0,-0.0001204190880342848,1.0
27.0,0.027,0.021916928710082436,0.20124563820558922,0.005302348296245915,0.0,0.00012036150930627709,0.0,-0.00012036150930627709,1.0
28.0,0.028,0.022045891922255995,0.20132213120213802,0.005302063417847438,0.0,0.00012030358047254719,0.0,-0.00012030358047254719,1.0
29.0,0.029,0.022175212037967303,0.20139850100109744,0.005301779074049984,0.0,0.00012024530233123443,0.0,-0.00012024530233123443,1.0
