step,time,transverse_centroid_offset,transverse_rms_radius,max_electric_field,max_capillary_acceleration,pass_metric,gas_charge_leakage_fraction,vof_mass_relative_error,divergence_reduction_ratio
0.0,0.0,0.01860163329510829,0.1991330691742442,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.001,0.018670604628392592,0.19918071481409763,0.004749811209421399,0.0,7.255877284317869e-05,0.0,-7.255877284317869e-05,1.0
2.0,0.002,0.018739805751389543,0.19922831623590723,0.0047492325097583344,0.0,7.25221429760392e-05,0.0,-7.25221429760392e-05,1.0
3.0,0.003,0.018809233842429933,0.19927587347496753,0.004749096526886394,0.0,7.248546314564397e-05,0.0,-7.248546314564397e-05,1.0
4.0,0.004,0.018878886113920565,0.19932338656731105,0.004748960745310819,0.0,7.244873102596472e-05,0.0,-7.244873102596472e-05,1.0
5.0,0.005,0.018948759811713185,0.1993708555493832,0.004748825164428095,0.0,7.2411945340356e-05,0.0,-7.2411945340356e-05,1.0
6.0,0.006,0.01901885221465622,0.19941828045787485,0.00474868978363142,0.0,7.237510532132063e-05,0.0,-7.237510532132063e-05,1.0
7.0,0.007,0.01908916063421739,0.19946566132962562,0.0047485546023123435,0.0,7.233821048413525e-05,0.0,-7.233821048413525e-05,1.0
8.0,0.008,0.019159678612314084,0.19951299691790125,0.004748419619861875,0.0,7.231777802430006e-05,0.0,-7.231777802430006e-05,1.0
9.0,0.009000000000000001,0.019230402957727717,0.19956028706317439,0.004748284823766901,0.0,7.229986820533885e-05,0.0,-7.229986820533885e-05,1.0
10.0,0.01,0.019301331111633787,0.1996075318082149,0.00474815021155027,0.0,7.2281881656866e-05,0.0,-7.2281881656866e-05,1.0
11.0,0.011,0.019372460546429316,0.19965473119577207,0.004748015782607818,0.0,7.226381832581286e-05,0.0,-7.226381832581286e-05,1.0
12.0,0.012,0.0194437887654157,0.1997018852685612,0.004747881536336676,0.0,7.224567819297256e-05,0.0,-7.224567819297256e-05,1.0
13.0,0.013000000000000001,0.019515313302486056,0.19974899406925326,0.0047477474721354575,0.0,7.222746126400725e-05,0.0,-7.222746126400725e-05,1.0
14.0,0.014,0.019587031721811064,0.1997960576404671,0.004747613589404405,0.0,7.220916756101037e-05,0.0,-7.220916756101037e-05,1.0
15.0,0.015,0.01965894161752536,0.19984307602476345,0.004747479887545533,0.0,7.219079712095233e-05,0.0,-7.219079712095233e-05,1.0
16.0,0.016,0.01973104061341502,0.19989004926464018,0.004747346365962713,0.0,7.217234999112865e-05,0.0,-7.217234999112865e-05,1.0
17.0,0.017,0.01980332636260408,0.19993697740252872,0.004747213024061735,0.0,7.215382622838273e-05,0.0,-7.215382622838273e-05,1.0
18.0,0.018000000000000002,0.019875796547243016,0.19998386048079092,0.004747079861250363,0.0,7.213522589610832e-05,0.0,-7.213522589610832e-05,1.0
19.0,0.019,0.019948448878195947,0.20003069854171673,0.004746946876938418,0.0,7.211654906325027e-05,0.0,-7.211654906325027e-05,1.0
20.0,0.02,0.020021281094728467,0.2000774916275224,0.004746814070537752,0.0,7.209779580286124e-05,0.0,-7.209779580286124e-05,1.0
