step,time,transverse_centroid_offset,transverse_rms_radius,max_electric_field,max_capillary_acceleration,pass_metric,gas_charge_leakage_fraction,vof_mass_relative_error,divergence_reduction_ratio
0.0,0.0,0.04886216817150653,0.19393939393939394,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.001,0.049040587404197485,0.1940520351838937,0.005009684311018708,0.0,0.0002038635778425224,0.0,-0.0002038635778425224,1.0
2.0,0.002,0.049219207757004425,0.19416444191873253,0.005008895685031653,0.0,0.00020355743678102112,0.0,-0.00020355743678102112,1.0
3.0,0.003,0.04939801193371136,0.19427660974091254,0.0050084785510570735,0.0,0.0002033326114915246,0.0,-0.0002033326114915246,1.0
4.0,0.004,0.049576993599740826,0.19438853794135885,0.005008061554105127,0.0,0.00020312669477862144,0.0,-0.00020312669477862144,1.0
5.0,0.005,0.04975614987018782,0.19450022696375646,0.005007644679187525,0.0,0.00020292006159217113,0.0,-0.00020292006159217113,1.0
6.0,0.006,0.049935477899870365,0.19461167725026907,0.005007227925584679,0.0,0.0002027127134726081,0.0,-0.0002027127134726081,1.0
7.0,0.007,0.05011497488258282,0.19472288924140166,0.005006811292587006,0.0,0.00020250465232984904,0.0,-0.00020250465232984904,1.0
8.0,0.008,0.050294638050424854,0.19483386337593128,0.005006394779497231,0.0,0.00020229588026809964,0.0,-0.00020229588026809964,1.0
9.0,0.009000000000000001,0.05047446467316502,0.19494460009087128,0.0050059783856316155,0.0,0.00020208639950336504,0.0,-0.00020208639950336504,1.0
10.0,0.01,0.05065445205763099,0.1950550998214537,0.005005562110320641,0.0,0.00020187621231981812,0.0,-0.00020187621231981812,1.0
11.0,0.011,0.05083459754711581,0.19516536300112197,0.005005145952909311,0.0,0.0002016653210423769,0.0,-0.0002016653210423769,1.0
12.0,0.012,0.05101489852079754,0.1952753900615303,0.0050047299127573275,0.0,0.00020145372802660155,0.0,-0.00020145372802660155,1.0
