step,time,transverse_centroid_offset,transverse_rms_radius,max_electric_field,max_capillary_acceleration,pass_metric,gas_charge_leakage_fraction,vof_mass_relative_error,divergence_reduction_ratio
0.0,0.0,0.034758643030275704,0.20267597543963656,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.001,0.034899425434099296,0.20276071067748971,0.0047561911239679565,0.0,0.00016099994930873773,0.0,-0.00016099994930873773,1.0
2.0,0.002,0.03504044242398904,0.2028453083590727,0.004755573959187577,0.0,0.00016081877384954701,0.0,-0.00016081877384954701,1.0
3.0,0.003,0.03518168917452335,0.20292976826593564,0.004755374298290976,0.0,0.00016064397027149013,0.0,-0.00016064397027149013,1.0
4.0,0.004,0.03532315183329214,0.2030140874092624,0.004755174526357365,0.0,0.00016052265371724328,0.0,-0.00016052265371724328,1.0
5.0,0.005,0.03546482707823984,0.2030982659875175,0.00475497460471552,0.0,0.0001604009997894229,0.0,-0.0001604009997894229,1.0
6.0,0.006,0.03560671163667483,0.20318230419885158,0.004754774533677563,0.0,0.00016027900847892518,0.0,-0.00016027900847892518,1.0
7.0,0.007,0.03574880228437728,0.2032662022409843,0.004754574313553762,0.0,0.00016015668008917405,0.0,-0.00016015668008917405,1.0
8.0,0.008,0.03589109584476964,0.20334996031113964,0.0047543739446542456,0.0,0.00016003401509578907,0.0,-0.00016003401509578907,1.0
9.0,0.009000000000000001,0.03603358918812326,0.2034335786060074,0.0047541734272901325,0.0,0.00015991101407664132,0.0,-0.00015991101407664132,1.0
10.0,0.01,0.03617627923078674,0.20351705732171946,0.004753972761774154,0.0,0.0001597876776753271,0.0,-0.0001597876776753271,1.0
11.0,0.011,0.03631916293443375,0.20360039665383503,0.0047537719484210894,0.0,0.00015966400657807522,0.0,-0.00015966400657807522,1.0
12.0,0.012,0.036462237305325454,0.20368359679733103,0.004753570987548051,0.0,0.00015954000150086856,0.0,-0.00015954000150086856,1.0
13.0,0.013000000000000001,0.036605499393589924,0.20376665794659626,0.004753369879474633,0.0,0.00015941566318089517,0.0,-0.00015941566318089517,1.0
14.0,0.014,0.03674894629250845,0.20384958029542793,0.0047531686245230725,0.0,0.00015929099237010913,0.0,-0.00015929099237010913,1.0
15.0,0.015,0.036892575137818476,0.20393236403703,0.004752967223018297,0.0,0.00015916598983278796,0.0,-0.00015916598983278796,1.0
16.0,0.016,0.037036383107027254,0.20401500936401235,0.004752765675287983,0.0,0.00015904065634009257,0.0,-0.00015904065634009257,1.0
17.0,0.017,0.03718036741873458,0.2040975164683912,0.004752563981662554,0.0,0.0001589149926712885,0.0,-0.0001589149926712885,1.0
18.0,0.018000000000000002,0.037324525331969484,0.2041798855415899,0.004752362142475236,0.0,0.000158788999609083,0.0,-0.000158788999609083,1.0
19.0,0.019,0.03746885414553661,0.20426211677444042,0.004752160158061997,0.0,0.00015866267794095723,0.0,-0.00015866267794095723,1.0
20.0,0.02,0.03761335119737177,0.20434421035718503,0.004751958028761538,0.0,0.00015853602845694592,0.0,-0.00015853602845694592,1.0
21.0,0.021,0.03775801386390823,0.20442616647947826,0.004751755754915317,0.0,0.00015840905194930421,0.0,-0.00015840905194930421,1.0
22.0,0.022,0.03790283955945706,0.20450798533038922,0.004751553336867471,0.0,0.0001582817492119526,0.0,-0.0001582817492119526,1.0
23.0,0.023,0.03804782573559033,0.20458966709840398,0.004751350774964833,0.0,0.0001581541210405879,0.0,-0.0001581541210405879,1.0
24.0,0.024,0.038192969880541605,0.20467121197142804,0.004751148069556827,0.0,0.00015802616823124005,0.0,-0.00015802616823124005,1.0
25.0,0.025,0.03833826951861135,0.204752620136789,0.004750945220995497,0.0,0.00015789789158082712,0.0,-0.00015789789158082712,1.0
26.0,0.026000000000000002,0.038483722209582974,0.20483389178123937,0.004750742229635465,0.0,0.00015776929188704436,0.0,-0.00015776929188704436,1.0
27.0,0.027,0.038629325548150864,0.2049150270909592,0.004750539095833834,0.0,0.000157640369947587,0.0,-0.000157640369947587,1.0
28.0,0.028,0.038775077163354474,0.204996026251559,0.0047503358199502055,0.0,0.00015751112656015032,0.0,-0.00015751112656015032,1.0
29.0,0.029,0.038920974718023985,0.20507688944808256,0.00475013240234662,0.0,0.0001573815625233177,0.0,-0.0001573815625233177,1.0
30.0,0.03,0.03906701590823231,0.20515761686500988,0.004749928843387515,0.0,0.00015725167863445133,0.0,-0.00015725167863445133,1.0
31.0,0.031,0.0392131984627618,0.20523820868626014,0.004749725143439664,0.0,0.00015712147569157953,0.0,-0.00015712147569157953,1.0
32.0,0.032,0.039359520142571235,0.20531866509519445,0.004749521302872168,0.0,0.00015699095449184242,0.0,-0.00015699095449184242,1.0
33.0,0.033,0.03950597874028039,0.20539898627461906,0.004749317322056397,0.0,0.00015686011583282422,0.0,-0.00015686011583282422,1.0
34.0,0.034,0.039652572079657,0.20547917240678815,0.004749113201365933,0.0,0.00015672896051088792,0.0,-0.00015672896051088792,1.0
35.0,0.035,0.03979929801511521,0.2055592236734068,0.004748908941176561,0.0,0.00015659748932284057,0.0,-0.00015659748932284057,1.0
36.0,0.036000000000000004,0.03994615443122024,0.20563914025563398,0.004748704541866199,0.0,0.00015646570306437901,0.0,-0.00015646570306437901,1.0
