case_id,label,completed_steps,status,min_accepted_dt,max_rejected_step_count,max_pass_metric,initial_offset,final_offset,offset_growth,max_velocity_increment,final_droplet_count,max_breakup_event_count
C0_normal,normal sharp tip,30,completed,0.00025,2,9.797179041037829e-06,0.01860163329510829,0.018598609687450477,0.9998374547218598,0.00031319051872224477,1,0
C1_bent_10deg,10 deg bent tip,30,completed,0.00025,2,9.662192944182024e-06,0.05659615711335907,0.05659338971997117,0.9999511028039878,0.0003296892224144926,1,0
C2_bump_010Do,single bump h=0.10Do,30,completed,0.000125,3,9.902790326532518e-06,0.04886216817150653,0.048858514312355064,0.9999252211007371,0.00031745894346843154,1,0
C3_split_010Do,split/notched tip d=0.10Do,30,completed,0.00025,2,9.901807678902586e-06,0.07297936108358989,0.07297282055222748,0.9999103783416942,0.00033973861492490946,1,0
C4_oxidized_severe,severe oxidized rough tip,30,completed,0.00025,2,9.662963840084693e-06,0.05659615711335907,0.05659338879977639,0.9999510865450257,0.0003312020914535575,1,0
