step,time,mass,min_alpha,max_alpha,tip_y,centroid_y,radial_asymmetry,max_div,potential_residual,electric_force,csf_force,curvature,conductive_current,convective_current,total_current,max_velocity,wave_y_over_di,wave_asymmetry,morphology_volume_di3
0,0,0.152649220322,0,0.0523728342737,1.08222882425,0.368907985026,0.000574046252297,0,0,0,0,0,0,0,0,0,1.75862032551,0.000844001343304,0.655020189547
1,0.0896759476337,0.152642730145,0,0.0526156752225,1.08222882425,0.366409366097,0.000595565377623,1.56009636317e-15,0,0,0.144274005828,3.16591106939,0,0,0,0.00105640630945,4.10258614569,0.0434463398486,0.654992340094
2,0.179351895267,0.152628944261,0,0.0527929978875,0.360751816741,0.363944739904,0.00060505573086,2.02082759902e-15,0,0,0.147434076728,2.25317703746,0,0,0,0.00216234483408,4.10213379832,0.214133780197,0.654933184651
3,0.269027842901,0.152607336603,0,0.0529686601167,0.360751816741,0.361476865917,0.000620000191373,2.35400869085e-15,0,0,0.150694570107,2.33717893303,0,0,0,0.0033470711715,5.27380675922,0.127453351256,0.654840465852
4,0.358703790535,0.15257749934,0,0.0530108112172,0.360751816741,0.360800541374,0.000636043179578,2.85807404465e-15,0,0,0.159259731331,2.05013647509,0,0,0,0.00467220579719,2.92999892628,1.90425085146,0.654712433693
