step,time,voltage,accepted_dt,pass_metric,whipping_offset,jet_radius,droplet_count,mean_q_over_m
1.0,7.8125e-06,0.0015625,7.8125e-06,8.333333333387927e-06,1.1102230246251565e-16,0.035,1.0,2.045435239807159e-07
2.0,1.5625e-05,0.003125,7.8125e-06,8.33326388960387e-06,1.5700924586837752e-16,0.035,1.0,2.0457040568882755e-07
3.0,2.34375e-05,0.004687500000000001,7.8125e-06,8.489448310333714e-06,0.0,0.035,1.0,2.0462604965898418e-07
4.0,3.125e-05,0.00625,7.8125e-06,8.333123703074818e-06,1.5700924586837752e-16,0.035,1.0,2.0471058350625225e-07
5.0,3.90625e-05,0.0078125,7.8125e-06,8.593539036150233e-06,2.0014830212433605e-16,0.035,1.0,2.0482383641022544e-07
6.0,4.6875e-05,0.009375000000000001,7.8125e-06,8.332982653236343e-06,2.3551386880256624e-16,0.035,1.0,2.0496602146958488e-07
7.0,5.46875e-05,0.010937500000000001,7.8125e-06,8.524041614776934e-06,2.482534153247273e-16,0.035,1.0,2.051369533955197e-07
8.0,6.25e-05,0.0125,7.8125e-06,8.332842185598821e-06,2.0014830212433605e-16,0.035,1.0,2.0533678874130418e-07
