step,time,voltage,accepted_dt,pass_metric,whipping_offset,jet_radius,droplet_count,mean_q_over_m
1.0,3.125e-05,0.00625,3.125e-05,7.986111113744698e-06,0.0,9.714347558579232e-08,1.0,6.945956396196237e-07
2.0,6.25e-05,0.0125,3.125e-05,7.988895851740452e-06,6.0274279396411444e-12,0.00014756130196844235,1.0,6.946244400423e-07
3.0,9.375e-05,0.018750000000000003,3.125e-05,8.029853118873831e-06,1.3051236553563012e-11,0.0002626820142706192,1.0,6.946886214482264e-07
4.0,0.000125,0.025,3.125e-05,8.100245839859355e-06,3.600536026253633e-12,0.0003764073668414926,1.0,6.947881364606334e-07
5.0,0.00015625,0.03125,3.125e-05,8.230411604248644e-06,6.418145447984602e-11,0.0004897093081464462,1.0,6.949229000710401e-07
6.0,0.0001875,0.037500000000000006,3.125e-05,8.680205429101306e-06,1.9091366541194908e-10,0.0006028270653331432,1.0,6.950924697884442e-07
7.0,0.00021875,0.043750000000000004,3.125e-05,8.656580973154249e-06,4.0681252613742483e-10,0.0008442840209897215,1.0,6.952975053009546e-07
8.0,0.00025,0.05,3.125e-05,8.680054944365523e-06,7.201758182911711e-10,0.0009419482988535993,1.0,6.955379427476896e-07
