step,time,mass,min_alpha,max_alpha,tip_y,centroid_y,radial_asymmetry,max_div,potential_residual,electric_force,csf_force,curvature,conductive_current,convective_current,total_current,max_velocity,wave_y_over_di,wave_asymmetry,morphology_volume_di3
0,0,0.440867319488,0,0.789234691141,0.917832167832,0.348018024901,2.13917873468e-05,0,0,0,0,0,0,0,0,0,1.49147727273,0.000657262199753,1.89176855648
1,0.0029618754779,0.440867018242,0,0.789243359984,0.917832167832,0.348018639157,1.79288409391e-05,2.48033126728e-13,9.8180345335e-12,146.33658422,19.4373779235,7.2801033411,5.66920854328e-08,1.37406745791e-14,2.51489761552e-07,0.0195087013114,5.32670454545,0.0364675342727,1.89176726382
2,0.0059237509558,0.440866328599,0,0.789260016817,0.917832167832,0.348019862636,1.42266361556e-05,1.50435463481e-12,9.856381928e-12,146.345203431,19.4375401348,7.27975506989,5.66940732768e-08,3.58861250166e-14,2.51490571678e-07,0.021424374793,5.32670454545,0.0655499448721,1.89176430455
3,0.0088856264337,0.440865265724,0,0.789284669707,0.917832167832,0.34802168133,1.97639494075e-05,1.83368555897e-12,8.79426046959e-12,146.361898322,19.4378644447,7.27914807234,5.6697906122e-08,7.15791162883e-15,2.5149220869e-07,0.0231934668467,5.32670454545,0.0840772367522,1.89175974374
4,0.0118475019116,0.440863843673,0,0.789317344622,0.917832167832,0.348024093231,3.63278422556e-05,1.92157924464e-12,9.86693011092e-12,146.386711035,19.4383503748,7.27834035533,5.67035910925e-08,7.01329886264e-14,2.51494495181e-07,0.0240553624375,5.32670454545,0.0995967613021,1.8917536417
5,0.0148093773895,0.440862071435,0,0.789358043376,0.917832167832,0.348027094656,5.96849152352e-05,1.94365128643e-12,9.88210975288e-12,146.419696499,19.4389942624,7.27736336421,5.67111390516e-08,1.41580939532e-13,2.51497511419e-07,0.0246727137042,5.32670454545,0.112618977816,1.891746037
