base_case_id,scaling_level,case_id,case_label,method,tol,N,lbe_calls,wall_seconds,final_residual,final_residual_kind,final_macro_l2_residual,final_macro_l2_pressure,final_macro_l2_ux,final_macro_l2_uy,final_macro_l2_uz,final_f_rms_residual,initial_macro_l2_residual,relative_macro_l2_residual,relative_plateau_window,relative_plateau_eps,macro_change_eps,relative_floor_eps,min_lbe_calls,max_lbe_calls,plateau_improvement,macro_change,relative_plateau,macro_change_pass,relative_floor_pass,min_lbe_pass,converged,residual_converged,plateau_converged,convergence_mode,finite_fields,history_wall_monotone,history_final_consistent,cache_label_picard,cache_label_method,cache_hash_picard,cache_hash_method,channel_core_rel_l2_analytic,channel_full_rel_l2_analytic,channel_rel_l2_vs_tight_picard,channel_core_flux_cv,channel_boundary_flux_imbalance,rel_l2_vs_picard,linf_vs_picard,rms_vs_picard,vel_abs_l2_vs_picard,vel_abs_linf_vs_picard,vel_abs_rms_vs_picard,rel_l2_vs_ref,linf_vs_ref,rms_vs_ref,vel_abs_l2_vs_ref,vel_abs_linf_vs_ref,vel_abs_rms_vs_ref,reference_source,ref_velocity_l2,rho_abs_l2_vs_picard,rho_abs_linf_vs_picard,rho_abs_rms_vs_picard,flux_imbalance,velocity_span_rel,max_jump_rel,mass_imbalance,rho_min,rho_max,ghia_u_centerline_rms,ghia_v_centerline_rms,ghia_u_centerline_linf,ghia_v_centerline_linf,cavity_centerline_delta_u_rms,cavity_centerline_delta_v_rms,cavity_field_rel_l2_vs_tight_ref,ghia_literature_gate_pass,ghia_method_gate_pass,tight_ref_gate_pass,physical_converged,eligible_for_score,centerline_profile_rms,pressure_drop,reattachment_x,run_mode,method_tol,reference_tol,reference_converged,reference_final_residual
couette_n32,1,couette_n32__1x,"Couette flow N=32 (N=32, 1x)",picard_lbm,1e-07,32,65161,12.524340909993043,7.26107256694631e-15,macro_l2_p_ux_uy_uz,7.26107256694631e-15,2.4525628233156873e-15,7.254214521087085e-16,6.795724695495731e-15,0.0,5.896075323625432e-17,0.04714045207910319,1.5403060952326036e-13,50,0.05,0.0001,1e-10,20000,117161,0.9999685350481259,1.775050808016565e-05,0,1,1,1,1,1,0,residual_threshold,1,1,1,tol1.00e-09,tol1.00e-07,d9aeaa6fd85a,68da408ef977,nan,nan,nan,0.0,0.0,2.6353277336761318e-14,1.6445178552359366e-15,7.668641569714013e-16,2.4539653023084842e-14,1.6445178552359366e-15,7.668641569714013e-16,7.23096232932595e-13,2.9389685129999066e-14,2.1041655502325114e-14,6.733329760744036e-13,2.9389685129999066e-14,2.1041655502325114e-14,analytic_couette,0.9311803123952794,2.5734697776576965e-11,8.066880496926387e-13,8.042093055180301e-13,0.0,0.0,4.1633363423443336e-16,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,1.0,1.0,nan,nan,nan,strict,1e-07,1e-09,1,5.509458819384539e-15
couette_n32,1,couette_n32__1x,"Couette flow N=32 (N=32, 1x)",proposed,1e-07,32,54957,9.89352148299804,8.581111925741276e-15,macro_l2_p_ux_uy_uz,8.581111925741276e-15,3.076740298213702e-15,6.616782021034882e-16,7.983190651381696e-15,0.0,7.023785650833653e-17,0.04714045207910319,1.8203287298437221e-13,50,0.05,0.0001,1e-10,20000,106957,0.9950941451247406,1.0059110161346263e-07,0,1,1,1,1,1,0,residual_threshold,1,1,1,tol1.00e-09,tol1.00e-07,d9aeaa6fd85a,824b4223535b,nan,nan,nan,0.0,0.0,5.965322273446241e-14,2.3002433291452462e-15,1.7358720806644342e-15,5.5547906581261895e-14,2.3002433291452462e-15,1.7358720806644342e-15,7.747254028355316e-13,3.151645611154663e-14,2.2544032582292383e-14,7.214090426333563e-13,3.151645611154663e-14,2.2544032582292383e-14,analytic_couette,0.9311803123952794,5.11187028172956e-11,1.6003864899971632e-12,1.5974594630404874e-12,0.0,0.0,1.3877787807814444e-16,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,1.0,1.0,nan,nan,nan,strict,1e-07,1e-09,1,5.509458819384539e-15
