iter,residual,lbe_calls,wall_seconds_raw,wall_seconds,accepted,phase
0,0.0004895694012443503,1,0.00042906193993985653,0.0,1,0
1,1.238041574447104e-05,202,0.08482514787465334,0.08439608593471348,1,0
2,8.384735322124873e-06,403,0.17218108498491347,0.1717520230449736,1,0
3,7.124939940011287e-06,604,0.2608072408474982,0.2603781789075583,1,0
4,6.014907340595927e-06,805,0.34740819595754147,0.3469791340176016,1,0
5,4.3624647271820035e-06,1006,0.4279932538047433,0.42756419186480343,1,0
6,3.167862345442844e-06,1207,0.5099441967904568,0.5095151348505169,1,0
7,3.2223698597427525e-06,1408,0.5874124618712813,0.5869833999313414,1,0
8,3.637599560349653e-06,1609,0.6644571858923882,0.6640281239524484,1,0
9,3.0786960499185363e-06,1810,0.743583635892719,0.7431545739527792,1,0
10,2.077843582886874e-06,2011,0.8245174949988723,0.8240884330589324,1,0
11,1.664158489355077e-06,2212,0.9078145329840481,0.9073854710441083,1,0
12,2.1445342694428835e-06,2413,0.9892422768753022,0.9888132149353623,1,0
13,2.2319853948228922e-06,2614,1.0708996448665857,1.0704705829266459,1,0
14,1.7470223420843026e-06,2815,1.1502544798422605,1.1498254179023206,1,0
15,1.1045472932178367e-06,3016,1.229607239831239,1.2291781778912991,1,0
16,1.1677124795729425e-06,3217,1.3134654008317739,1.313036338891834,1,0
17,1.4573845983478208e-06,3418,1.399027603911236,1.398598541971296,1,0
18,1.381339726744245e-06,3619,1.4809000790119171,1.4804710170719773,1,0
19,9.66131607982454e-07,3820,1.5588761158287525,1.5584470538888127,1,0
20,6.745846126405643e-07,4021,1.638393176952377,1.637964115012437,1,0
21,8.463044625223827e-07,4222,1.7159569750074297,1.7155279130674899,1,0
22,9.7375125764492e-07,4423,1.7964981929399073,1.7960691309999675,1,0
23,8.248972711484274e-07,4624,1.8763317118864506,1.8759026499465108,1,0
24,5.340108699388239e-07,4825,1.9553919089958072,1.9549628470558673,1,0
25,4.5991569912312896e-07,5026,2.0339192408137023,2.0334901788737625,1,0
26,6.034222279225078e-07,5227,2.1137694839853793,2.1133404220454395,1,0
27,6.238347704606776e-07,5428,2.196351141901687,2.195922079961747,1,0
28,4.7458183785968825e-07,5629,2.2792597538791597,2.27883069193922,1,0
29,3.0449024651397307e-07,5830,2.358010351890698,2.357581289950758,1,0
30,3.357964365518046e-07,6031,2.442522430792451,2.442093368852511,1,0
31,4.163221257744806e-07,6232,2.5275825560092926,2.5271534940693527,1,0
32,3.857057994945745e-07,6433,2.607483534840867,2.607054472900927,1,0
33,2.6552601958893156e-07,6634,2.6867864329833537,2.686357371043414,1,0
34,1.9146945056289664e-07,6835,2.7691838429309428,2.768754780991003,1,0
35,2.447857292123578e-07,7036,2.8505691888276488,2.850140126887709,1,0
36,2.7572766118545456e-07,7237,2.9321025458630174,2.9316734839230776,1,0
37,2.290079013920501e-07,7438,3.012243018951267,3.011813957011327,1,0
38,1.4755641651099833e-07,7639,3.09160168399103,3.09117262205109,1,0
39,1.3414753063261567e-07,7840,3.174401185940951,3.1739721240010113,1,0
40,1.7422072854865514e-07,8041,3.2532451669685543,3.2528161050286144,1,0
41,1.7620960069973672e-07,8242,3.3324565337970853,3.3320274718571454,1,0
42,1.3171156179452276e-07,8443,3.4111711408477277,3.410742078907788,1,0
43,8.630463856649421e-08,8644,3.4920666529797018,3.491637591039762,1,0
44,9.838325831802463e-08,8845,3.572937046876177,3.5725079849362373,1,0
45,1.1939149801664382e-07,9046,3.6522782288957387,3.651849166955799,1,0
46,1.0841675163485758e-07,9247,3.731845407979563,3.731416346039623,1,0
47,7.421912885891384e-08,9448,3.8370859757997096,3.8366569138597697,1,0
48,5.656370449375446e-08,9649,3.94888913189061,3.94846006995067,1,0
49,7.220152587397226e-08,9850,4.049332097871229,4.048903035931289,1,0
50,7.930533903679782e-08,10051,4.143949291901663,4.143520229961723,1,0
51,6.498407763721893e-08,10252,4.2335669519379735,4.233137889998034,1,0
52,4.2988406219379017e-08,10453,4.3286045249551535,4.328175463015214,1,0
