iter,residual,lbe_calls,wall_seconds_raw,wall_seconds,accepted,phase
0,0.0004895694012443503,1,0.0019373279064893723,0.0,1,0
1,3.989418278710561e-05,18,0.005606414983049035,0.003669087076559663,1,0
2,3.858883808851929e-05,22,0.0074930868577212095,0.005555758951231837,1,0
3,3.745845983192468e-05,26,0.00934672704897821,0.007409399142488837,1,0
4,3.4288782868605454e-05,31,0.011766996933147311,0.009829669026657939,1,0
5,3.340036030172332e-05,36,0.014148382935672998,0.012211055029183626,1,0
6,3.091479164843305e-05,41,0.016621622955426574,0.014684295048937201,1,0
7,2.923362904334866e-05,46,0.019109830958768725,0.017172503052279353,1,0
8,2.806474101722436e-05,51,0.021397771080955863,0.01946044317446649,1,0
9,2.7134752616241086e-05,56,0.023654792923480272,0.0217174650169909,1,0
10,2.6581462814952624e-05,61,0.026012364076450467,0.024075036169961095,1,0
11,2.614845406367688e-05,66,0.028391916071996093,0.02645458816550672,1,0
12,2.5769738005459777e-05,71,0.030710574006661773,0.0287732461001724,1,0
13,2.526886480804287e-05,76,0.03320858092047274,0.03127125301398337,1,0
14,2.498151006397722e-05,81,0.03555090306326747,0.0336135751567781,1,0
15,2.4603874629839712e-05,86,0.03782179090194404,0.03588446299545467,1,0
16,2.396062656694042e-05,91,0.04003741405904293,0.03810008615255356,1,0
17,2.366908430233502e-05,96,0.042365900008007884,0.04042857210151851,1,0
18,2.311150329999253e-05,101,0.04478081990964711,0.042843492003157735,1,0
19,2.2761977215715602e-05,106,0.04720405489206314,0.04526672698557377,1,0
20,2.2411703414549663e-05,111,0.0496942070312798,0.04775687912479043,1,0
21,2.2109514851443892e-05,116,0.052121850894764066,0.050184522988274693,1,0
22,2.1846994646112026e-05,121,0.05457264790311456,0.052635319996625185,1,0
23,2.1658134368793942e-05,126,0.05706360097974539,0.055126273073256016,1,0
24,2.1465603923327683e-05,131,0.05954546690918505,0.05760813900269568,1,0
25,2.1196349343137177e-05,136,0.062044164864346385,0.06010683695785701,1,0
26,2.1039192510469544e-05,141,0.06457583489827812,0.06263850699178874,1,0
27,2.081462995349204e-05,146,0.06702828500419855,0.06509095709770918,1,0
28,2.048319556330417e-05,151,0.06949327001348138,0.067555942106992,1,0
29,2.030488991604946e-05,156,0.0719097729306668,0.06997244502417743,1,0
30,1.9994609662131606e-05,161,0.07429672894068062,0.07235940103419125,1,0
31,1.9806335502951216e-05,166,0.07669067895039916,0.07475335104390979,1,0
32,1.959297834901776e-05,171,0.07906364905647933,0.07712632114998996,1,0
33,1.943147729210196e-05,176,0.08184143388643861,0.07990410597994924,1,0
34,1.926254993967476e-05,181,0.0841969910543412,0.08225966314785182,1,0
35,1.9146785595795586e-05,186,0.08666063286364079,0.08472330495715141,1,0
36,1.552560952286393e-05,243,0.09818598395213485,0.09624865604564548,1,0
37,1.4482366906277319e-05,300,0.1094485588837415,0.10751123097725213,1,0
38,1.109013977973014e-05,357,0.1207071968819946,0.11876986897550523,1,0
39,1.135557700331723e-05,414,0.13198504108004272,0.13004771317355335,1,0
40,9.272374933583924e-06,471,0.14323370903730392,0.14129638113081455,1,0
41,8.44743067353105e-06,528,0.15465185698121786,0.1527145290747285,1,0
42,7.359807758128586e-06,585,0.16607977985404432,0.16414245194755495,1,0
43,7.876563972155308e-06,642,0.1773509809281677,0.17541365302167833,1,0
44,5.947184775244595e-06,699,0.18855978385545313,0.18662245594896376,1,0
45,6.875932777283789e-06,756,0.19980797194875777,0.1978706440422684,1,0
46,6.147096645716362e-06,813,0.2110089799389243,0.20907165203243494,1,0
47,6.368420049194317e-06,870,0.22221896587871015,0.22028163797222078,1,0
48,4.756760319209833e-06,927,0.2334675439633429,0.23153021605685353,1,0
49,5.707158891710816e-06,984,0.24471838702447712,0.24278105911798775,1,0
50,4.5035318252036994e-06,1041,0.2559278109110892,0.2539904830045998,1,0
51,4.770007430239311e-06,1098,0.26720205787569284,0.26526472996920347,1,0
52,4.062193167467191e-06,1155,0.2783504070248455,0.2764130791183561,1,0
53,4.894737443191852e-06,1212,0.2895766538567841,0.28763932595029473,1,0
54,3.6447425741190302e-06,1269,0.3008119869045913,0.29887465899810195,1,0
55,4.281666550302974e-06,1326,0.31201054085977376,0.3100732129532844,1,0
56,3.645135945881134e-06,1383,0.32324648601934314,0.32130915811285377,1,0
57,4.102898178581771e-06,1440,0.33446550788357854,0.33252817997708917,1,0
58,3.015571632712942e-06,1497,0.3457001999486238,0.3437628720421344,1,0
59,3.826341501692702e-06,1554,0.3569566640071571,0.3550193361006677,1,0
60,2.991372682231192e-06,1611,0.36810194700956345,0.3661646191030741,1,0
61,3.4570382834020456e-06,1668,0.37931907596066594,0.37738174805417657,1,0
62,2.745506111769619e-06,1725,0.3905197740532458,0.3885824461467564,1,0
63,3.424185067944691e-06,1782,0.4017063749488443,0.39976904704235494,1,0
64,2.5543735131273294e-06,1839,0.412954333005473,0.41101700509898365,1,0
65,3.1141123885008713e-06,1896,0.42415237589739263,0.42221504799090326,1,0
66,2.47239140512108e-06,1953,0.4353963548783213,0.4334590269718319,1,0
67,3.2150859457752423e-06,1988,0.4425212680362165,0.4405839401297271,1,0
68,1.930697888214426e-06,2090,0.4624641719274223,0.4605268440209329,1,0
69,1.8113208591546562e-06,2191,0.48232676507905126,0.4803894371725619,1,0
70,1.8113208591546562e-06,2800,0.6020289638545364,0.600091635948047,1,0
71,4.530689162036057e-07,3203,1.064429986057803,1.0624926581513137,1,0
72,3.5016797876479557e-07,3271,1.0830983240157366,1.0811609961092472,1,0
73,4.2740978001947174e-07,3336,1.0960040409117937,1.0940667130053043,1,0
74,3.572565210018029e-07,3401,1.1089594119694084,1.107022084062919,1,0
75,3.851070501667715e-07,3411,1.1111957249231637,1.1092583970166743,1,0
76,3.5016797876479557e-07,3413,1.111791028873995,1.1098537009675056,1,0
77,2.9504830915458006e-07,3435,1.1301824538968503,1.128245125990361,1,0
78,2.353765182336639e-08,9580,2.482386087998748,2.4804487600922585,1,0
79,2.3188356770113614e-08,9879,2.5503093309234828,2.5483720030169934,1,0
80,2.128411054879471e-08,10027,2.5808674988802522,2.578930170973763,1,0
81,2.0364515578863853e-08,10248,2.6302820569835603,2.628344729077071,1,0
82,1.9005953870600517e-08,10505,2.686437000054866,2.6844996721483767,1,0
83,1.8792284093226105e-08,10762,2.742117472924292,2.7401801450178027,1,0
84,1.7898278490121293e-08,11019,2.7978351060301065,2.795897778123617,1,0
85,1.7216982254438906e-08,11152,2.830240041948855,2.8283027140423656,1,0
