iter,residual,lbe_calls,wall_seconds_raw,wall_seconds,accepted,phase
0,0.0004895694012443503,1,0.0008074259385466576,0.0,1,0
1,1.8570808086252993e-05,33,0.054936827160418034,0.054129401221871376,1,0
2,1.1271528977409216e-05,65,0.09230331215076149,0.09149588621221483,1,0
3,8.139373707015399e-06,97,0.12603597599081695,0.1252285500522703,1,0
4,7.723489275124165e-06,129,0.16026572906412184,0.15945830312557518,1,0
5,7.3113592242239906e-06,161,0.19111652416177094,0.19030909822322428,1,0
6,6.3013608924224665e-06,193,0.21997742704115808,0.21917000110261142,1,0
7,5.143406035925936e-06,225,0.2487203860655427,0.24791296012699604,1,0
8,3.9087458964513805e-06,257,0.2765535661019385,0.27574614016339183,1,0
9,3.788563407629881e-06,289,0.3031231751665473,0.30231574922800064,1,0
10,4.039911355318324e-06,321,0.3270584540441632,0.32625102810561657,1,0
11,4.100178659716408e-06,353,0.3507459741085768,0.3499385481700301,1,0
12,3.7330461467292958e-06,385,0.37417983496561646,0.3733724090270698,1,0
13,2.603036613134684e-06,417,0.39722811710089445,0.3964206911623478,1,0
14,2.717908297966284e-06,449,0.41935429396107793,0.41854686802253127,1,0
15,2.951215694371782e-06,481,0.4420466530136764,0.44123922707512975,1,0
16,3.2048342112123045e-06,513,0.4641806760337204,0.4633732500951737,1,0
17,3.414359465895044e-06,545,0.4855426789727062,0.48473525303415954,1,0
18,3.409875234813599e-06,577,0.506805483950302,0.5059980580117553,1,0
19,2.758220292143315e-06,609,0.5290516091044992,0.5282441831659526,1,0
20,2.1601439766927088e-06,641,0.549746589967981,0.5489391640294343,1,0
21,2.124024286895319e-06,673,0.571148679126054,0.5703412531875074,1,0
22,2.239430558998925e-06,705,0.592582477023825,0.5917750510852784,1,0
23,2.2952796313599303e-06,737,0.6296459189616144,0.6288384930230677,1,0
24,2.250641093571229e-06,769,0.6870026551187038,0.6861952291801572,1,0
25,1.727466688109349e-06,801,0.7335903050843626,0.732782879145816,1,0
26,1.509219734045827e-06,833,0.7944865131285042,0.7936790871899575,1,0
27,1.5883471203579508e-06,865,0.8543614181689918,0.8535539922304451,1,0
28,1.7205783404159329e-06,897,0.9507347231265157,0.9499272971879691,1,0
29,1.8451107885891098e-06,929,1.0031542130745947,1.002346787136048,1,0
30,2.0025590427172285e-06,961,1.0360970741603523,1.0352896482218057,1,0
31,2.121748627264039e-06,993,1.0633010431192815,1.0624936171807349,1,0
32,2.1046126215431557e-06,1025,1.0886443241033703,1.0878368981648237,1,0
33,1.5658762894493884e-06,1057,1.1159198540262878,1.1151124280877411,1,0
34,1.3785511518450674e-06,1089,1.1503590990323573,1.1495516730938107,1,0
35,1.4445586103341226e-06,1121,1.1853130159433931,1.1845055900048465,1,0
36,1.5745821896746524e-06,1153,1.2101314880419523,1.2093240621034056,1,0
37,1.670333476364011e-06,1185,1.2325948521029204,1.2317874261643738,1,0
38,1.7604018273998386e-06,1217,1.253400593996048,1.2525931680575013,1,0
39,1.6812837393430717e-06,1249,1.2739764109719545,1.2731689850334078,1,0
40,1.2432196343297996e-06,1281,1.2956816819496453,1.2948742560110986,1,0
41,1.1699238466996879e-06,1313,1.3174294240307063,1.3166219980921596,1,0
42,1.2495362968237974e-06,1345,1.339487912133336,1.3386804861947894,1,0
43,1.3541537935092011e-06,1377,1.361548615153879,1.3607411892153323,1,0
44,1.4381013851340625e-06,1409,1.382809657137841,1.3820022311992943,1,0
45,1.5525334040049016e-06,1441,1.414454362122342,1.4136469361837953,1,0
46,1.589550604163952e-06,1473,1.4729572089854628,1.4721497830469161,1,0
47,1.3762897117788236e-06,1505,1.539276720955968,1.5384692950174212,1,0
48,1.0008605533676737e-06,1537,1.6033852121327072,1.6025777861941606,1,0
49,1.0536727729787096e-06,1569,1.6799055631272495,1.6790981371887028,1,0
50,1.1465404967779806e-06,1601,1.7520212440285832,1.7512138180900365,1,0
51,1.2207498662984833e-06,1633,1.8055218360386789,1.8047144101001322,1,0
52,1.3347436007802604e-06,1665,1.8492845939472318,1.8484771680086851,1,0
53,1.416183853070439e-06,1697,1.8858095640316606,1.885002138093114,1,0
54,1.3917316474669778e-06,1729,1.9161928531248122,1.9153854271862656,1,0
55,1.050669735689801e-06,1761,1.9425415201112628,1.9417340941727161,1,0
56,9.156688858326993e-07,1793,1.9728135431651026,1.972006117226556,1,0
57,9.389669609875634e-07,1825,1.995276581030339,1.9944691550917923,1,0
58,1.0168424003543073e-06,1857,2.0261632909532636,2.025355865014717,1,0
59,1.087758857307089e-06,1889,2.0545218009501696,2.053714375011623,1,0
60,1.1756326199170212e-06,1921,2.0836475579999387,2.082840132061392,1,0
61,1.2388206219831512e-06,1953,2.1090280420612544,2.1082206161227077,1,0
